1.0000000000   -0.0008000352
0.9998903416   -0.0008084477
0.9995614150   -0.0008336814
0.9990133641   -0.0008757254
0.9982464296   -0.0009345618
0.9972609477   -0.0010101663
0.9960573506   -0.0011025083
0.9946361665   -0.0012115527
0.9929980186   -0.0013372600
0.9911436255   -0.0014795878
0.9890738003   -0.0016384922
0.9867894515   -0.0018139291
0.9842915806   -0.0020058559
0.9815812833   -0.0022142333
0.9786597487   -0.0024390268
0.9755282582   -0.0026802092
0.9721881851   -0.0029377624
0.9686409948   -0.0032116794
0.9648882430   -0.0035019667
0.9609315758   -0.0038086466
0.9567727289   -0.0041317596
0.9524135263   -0.0044713663
0.9478558801   -0.0048275505
0.9431017896   -0.0052004207
0.9381533400   -0.0055901132
0.9330127018   -0.0059967938
0.9276821301   -0.0064206605
0.9221639627   -0.0068619454
0.9164606203   -0.0073209170
0.9105746047   -0.0077978818
0.9045084972   -0.0082931868
0.8982649589   -0.0088072184
0.8918467286   -0.0093401808
0.8852566214   -0.0098918600
0.8784975279   -0.0104619353
0.8715724127   -0.0110500149
0.8644843137   -0.0116556341
0.8572363398   -0.0122782521
0.8498316702   -0.0129172502
0.8422735530   -0.0135719294
0.8345653033   -0.0142415088
0.8267103019   -0.0149251243
0.8187119949   -0.0156218270
0.8105738902   -0.0163305828
0.8022995574   -0.0170502719
0.7938926262   -0.0177797536
0.7853567839   -0.0185184216
0.7766957746   -0.0192659855
0.7679133975   -0.0200221699
0.7590135047   -0.0207867123
0.7500000000   -0.0215593619
0.7408768370   -0.0223398795
0.7316480175   -0.0231280361
0.7223175896   -0.0239236125
0.7128896457   -0.0247263971
0.7033683215   -0.0255361853
0.6937577932   -0.0263527322
0.6840622763   -0.0271750531
0.6742860236   -0.0280015095
0.6644333234   -0.0288303301
0.6545084972   -0.0296595632
0.6445158985   -0.0304869909
0.6344599104   -0.0313100071
0.6243449435   -0.0321254330
0.6141754350   -0.0329292205
0.6039558454   -0.0337159389
0.5936906573   -0.0344781338
0.5833843734   -0.0352082803
0.5730415143   -0.0358997480
0.5626666168   -0.0365472123
0.5522642316   -0.0371482164
