0.1577264471   0.0654829646
0.1654346969   0.0660811892
0.1732896980   0.0666262821
0.1812880051   0.0671198572
0.1894261099   0.0675631496
0.1977004426   0.0679570304
0.2061073738   0.0683019934
0.2146432162   0.0685976151
0.2233042254   0.0688415844
0.2320866025   0.0690330329
0.2409864953   0.0691738754
0.2500000000   0.0692689573
0.2591231629   0.0693236238
0.2683519824   0.0693375568
0.2776824104   0.0693097757
0.2871103542   0.0692401498
0.2966316784   0.0691292938
0.3062422069   0.0689785245
0.3159377236   0.0687895362
0.3257139764   0.0685629202
0.3355666767   0.0682979528
0.3454915027   0.0679925650
0.3554841015   0.0676430788
0.3655400897   0.0672439594
0.3756550565   0.0667911700
0.3858245649   0.0662833878
0.3960441546   0.0657210611
0.4063093427   0.0651066619
0.4166156267   0.0644441247
0.4269584857   0.0637360777
0.4373333832   0.0629852217
0.4477357683   0.0621950012
0.4581610783   0.0613693942
0.4686047402   0.0605120353
0.4790621731   0.0596249472
0.4895287900   0.0587089320
0.5000000000   0.0577636736
0.5104712099   0.0567875763
0.5209378269   0.0557792086
0.5313952597   0.0547413122
0.5418389216   0.0536791505
0.5522642316   0.0525997282
0.5626666168   0.0515088122
0.5730415142   0.0504054975
0.5833843733   0.0492889396
0.5936906572   0.0481598151
0.6039558454   0.0470198120
0.6141754351   0.0458720804
0.6243449437   0.0447207879
0.6344599103   0.0435691684
0.6445158986   0.0424197410
0.6545084972   0.0412745555
0.6644333234   0.0401353389
0.6742860237   0.0390035875
0.6840622764   0.0378806270
0.6937577933   0.0367676536
0.7033683215   0.0356657601
0.7128896459   0.0345757890
0.7223175897   0.0334982782
0.7316480176   0.0324337443
0.7408768371   0.0313827079
0.7500000000   0.0303456948
0.7590135048   0.0293232361
0.7679133975   0.0283158702
0.7766957745   0.0273241439
0.7853567838   0.0263486156
0.7938926262   0.0253898581
0.8022995574   0.0244484643
0.8105738901   0.0235250529
0.8187119948   0.0226202783
0.8267103020   0.0217348370
0.8345653031   0.0208687122
0.8422735529   0.0200203106
0.8498316704   0.0191877177
0.8572363397   0.0183689704
0.8644843137   0.0175621878
0.8715724128   0.0167657076
0.8784975278   0.0159782082
0.8852566214   0.0151987982
0.8918467286   0.0144270610
0.8982649589   0.0136630526
0.9045084972   0.0129072629
0.9105746045   0.0121610364
0.9164606203   0.0114268017
0.9221639628   0.0107068050
0.9276821301   0.0100029960
0.9330127019   0.0093170766
0.9381533400   0.0086505398
0.9431017896   0.0080046989
0.9478558802   0.0073807128
0.9524135262   0.0067796052
0.9567727288   0.0062022818
0.9609315759   0.0056495433
0.9648882430   0.0051220979
0.9686409948   0.0046205708
0.9721881852   0.0041455130
0.9755282582   0.0036974093
0.9786597487   0.0032766847
0.9815812833   0.0028837104
0.9842915806   0.0025188097
0.9867894514   0.0021822627
0.9890738004   0.0018743105
0.9911436253   0.0015951597
0.9929980185   0.0013449860
0.9946361666   0.0011239374
0.9960573507   0.0009321374
0.9972609477   0.0007696874
0.9982464295   0.0006366692
0.9990133643   0.0005331471
0.9995614151   0.0004591695
0.9998903417   0.0004147697
1.0000000000   0.0003999676
