foil,alpha,ncrit,conv,aero_conv,failure_mode,newton_iterations,wall_ms,CL,CD,OASPL,rescue_conv,rescue_conv_guarded
FX 67-K-150-17 AIRFOIL.dat,-2.0,9.0,1,1,,7,86.9,0.3072226136262739,0.007202014363270822,68.63734270039481,,
FX 67-K-150-17 AIRFOIL.dat,0.0,9.0,1,1,,26,211.8,0.5296860504954553,0.004775434421868903,67.89104283167364,,
FX 67-K-150-17 AIRFOIL.dat,2.0,9.0,1,1,,7,78.2,0.7633737428168637,0.005014627277615313,67.93231190542619,,
FX 67-K-150-17 AIRFOIL.dat,4.0,9.0,1,1,,8,79.9,0.9947536238167975,0.005346983784242603,68.04050730329716,,
FX 67-K-150-17 AIRFOIL.dat,6.0,9.0,1,1,,15,127.0,1.2191113924616617,0.006034232290496625,68.84696414055155,,
FX 67-K-150-17 AIRFOIL.dat,8.0,9.0,0,0,no_convergence,100,498.1,,,,0,0
FX 77-W-121.dat,-4.0,5.0,1,1,,51,616.5,-0.18799463617333098,0.009170255244618408,70.05401785206656,,
FX 77-W-121.dat,-2.0,5.0,1,1,,28,295.0,0.03262707938375008,0.008168489731454646,69.78648317160574,,
FX 77-W-121.dat,0.0,5.0,1,1,,35,416.8,0.25494889097790874,0.007643914526652266,69.49912445337338,,
FX 77-W-121.dat,2.0,5.0,1,1,,16,183.3,0.460875250873717,0.006034100989453457,68.42007349613104,,
FX 77-W-121.dat,4.0,5.0,1,1,,9,112.8,0.7811264181023468,0.005758758824793304,66.62154366370069,,
FX 77-W-121.dat,6.0,5.0,1,1,,9,104.1,1.0161036764958007,0.006161953172913225,66.63743674832386,,
FX 77-W-121.dat,8.0,5.0,1,1,,10,110.6,1.2271162286724133,0.008908145066779442,67.4975988524894,,
FX 77-W-121.dat,-4.0,9.0,1,1,,10,110.3,-0.18618767633637734,0.009515578454378283,70.07747383508827,,
FX 77-W-121.dat,-2.0,9.0,1,1,,9,97.8,0.03266124362462515,0.008307105287188773,69.81610964081487,,
FX 77-W-121.dat,0.0,9.0,1,1,,38,330.0,0.25364257199264206,0.007608993160257907,69.47982280909733,,
FX 77-W-121.dat,2.0,9.0,1,1,,13,130.2,0.555431370909586,0.005657498706075221,66.80398214524295,,
FX 77-W-121.dat,4.0,9.0,1,1,,6,71.3,0.810290427623765,0.005867541731337628,66.94303425792668,,
FX 77-W-121.dat,6.0,9.0,1,1,,7,77.9,1.0293323633921714,0.006202487583331994,66.75238719640899,,
FX 77-W-121.dat,8.0,9.0,1,1,,7,82.2,1.2415258593977587,0.007049253918795986,66.81009509528212,,
FX60-100 10.0% smoothed.dat,-4.0,5.0,1,1,,6,98.5,0.03885709800517241,0.006740501827480966,69.39853937129753,,
FX60-100 10.0% smoothed.dat,-2.0,5.0,0,0,nan_lock,100,173.9,,,,1,0
FX60-100 10.0% smoothed.dat,0.0,5.0,1,1,,10,97.7,0.4962329164692529,0.005757880416269052,69.4139929730199,,
FX60-100 10.0% smoothed.dat,2.0,5.0,1,1,,11,110.3,0.7183834429981595,0.006976291898857816,69.79873962357154,,
FX60-100 10.0% smoothed.dat,4.0,5.0,0,0,transition_front_oscillation,100,446.1,,,,1,0
FX60-100 10.0% smoothed.dat,6.0,5.0,1,1,,36,283.2,1.1519877937642595,0.010387658393954243,71.00996960951686,,
FX60-100 10.0% smoothed.dat,8.0,5.0,0,0,transition_front_oscillation,100,451.0,,,,1,1
FX60-100 10.0% smoothed.dat,-4.0,9.0,1,1,,8,110.5,0.043214516367959636,0.006520490757402246,69.27873078991342,,
FX60-100 10.0% smoothed.dat,-2.0,9.0,1,1,,7,79.2,0.2744537034579433,0.0048255730561284895,68.99404072130403,,
FX60-100 10.0% smoothed.dat,0.0,9.0,1,1,,24,191.2,0.5019423422994786,0.004935714616283896,68.95503063241654,,
FX60-100 10.0% smoothed.dat,2.0,9.0,1,1,,30,242.2,0.7249197957421084,0.005931035517980098,69.32525153680677,,
FX60-100 10.0% smoothed.dat,4.0,9.0,0,0,transition_front_oscillation,100,444.0,,,,1,1
FX60-100 10.0% smoothed.dat,6.0,9.0,0,0,no_convergence,100,480.1,,,,1,1
FX60-100 10.0% smoothed.dat,8.0,9.0,0,0,diverged,100,429.5,,,,1,1
GOE 117 (MVA MK.4) AIRFOIL.dat,-4.0,5.0,1,1,,37,390.5,0.028240254791660004,0.007539756255646325,69.63119148345382,,
GOE 117 (MVA MK.4) AIRFOIL.dat,-2.0,5.0,1,1,,6,82.8,0.249470202162811,0.006834940648796823,69.52810165565302,,
GOE 117 (MVA MK.4) AIRFOIL.dat,0.0,5.0,1,1,,19,171.9,0.4711127176978693,0.006378190232263608,69.37882184772616,,
GOE 117 (MVA MK.4) AIRFOIL.dat,2.0,5.0,1,1,,6,73.1,0.6928663993218962,0.006488567861302691,69.44127030995175,,
GOE 117 (MVA MK.4) AIRFOIL.dat,4.0,5.0,1,1,,51,406.0,0.8852981906794365,0.008517166365049844,69.64757329003932,,
GOE 117 (MVA MK.4) AIRFOIL.dat,6.0,5.0,0,0,transition_front_oscillation,100,438.6,,,,1,1
GOE 117 (MVA MK.4) AIRFOIL.dat,8.0,5.0,0,0,transition_front_oscillation,100,425.9,,,,1,1
GOE 117 (MVA MK.4) AIRFOIL.dat,-4.0,9.0,1,1,,52,413.6,0.034388458363928134,0.007013922337557927,69.3416168493935,,
GOE 117 (MVA MK.4) AIRFOIL.dat,-2.0,9.0,1,1,,39,311.2,0.25132479048476386,0.0062986528885855065,69.30447473624159,,
GOE 117 (MVA MK.4) AIRFOIL.dat,0.0,9.0,1,1,,32,262.0,0.4727052306904631,0.006083509162942115,69.23206199609976,,
GOE 117 (MVA MK.4) AIRFOIL.dat,2.0,9.0,1,1,,52,416.6,0.6922264812376957,0.005757611468967371,69.03191557337433,,
GOE 117 (MVA MK.4) AIRFOIL.dat,4.0,9.0,1,1,,38,300.3,0.913405782851337,0.005802156552349019,68.09142749989462,,
GOE 117 (MVA MK.4) AIRFOIL.dat,6.0,9.0,0,0,diverged,100,437.3,,,,0,1
GOE 117 (MVA MK.4) AIRFOIL.dat,8.0,9.0,1,1,,8,89.4,1.2749456991104764,0.013553642798021615,73.85540327150102,,
GOE 184 (MVA H.29) AIRFOIL.dat,-4.0,5.0,1,1,,7,103.9,0.0678440211834409,0.007537682535427352,69.88185046396934,,
GOE 184 (MVA H.29) AIRFOIL.dat,-2.0,5.0,1,1,,35,349.3,0.29020329508575243,0.007092808472012118,69.8016881350849,,
GOE 184 (MVA H.29) AIRFOIL.dat,0.0,5.0,1,1,,9,123.5,0.5143247615326635,0.006963095416601255,69.6909259829966,,
GOE 184 (MVA H.29) AIRFOIL.dat,2.0,5.0,1,1,,35,435.0,0.7367384512901186,0.007244524695741295,69.70612847360383,,
GOE 184 (MVA H.29) AIRFOIL.dat,4.0,5.0,1,1,,18,226.8,0.9530910040571278,0.007439819147960757,69.58432571229362,,
GOE 184 (MVA H.29) AIRFOIL.dat,6.0,5.0,1,1,,11,141.6,1.1672212129188835,0.007998657106953556,69.07078795086073,,
GOE 184 (MVA H.29) AIRFOIL.dat,8.0,5.0,1,1,,43,411.1,1.3649834777215961,0.01096465267751535,70.9486747388868,,
GOE 184 (MVA H.29) AIRFOIL.dat,-4.0,9.0,0,0,diverged,100,575.4,,,,1,1
GOE 184 (MVA H.29) AIRFOIL.dat,-2.0,9.0,1,1,,45,460.4,0.2936601925002974,0.006631604860966362,69.60273243409385,,
GOE 184 (MVA H.29) AIRFOIL.dat,0.0,9.0,1,1,,22,259.0,0.5168955013177288,0.006647297536399408,69.56623762056013,,
GOE 184 (MVA H.29) AIRFOIL.dat,2.0,9.0,1,1,,26,300.2,0.739890858823228,0.006733365614053337,69.5021135173513,,
GOE 184 (MVA H.29) AIRFOIL.dat,4.0,9.0,1,1,,9,126.7,0.9575194098464291,0.006106669522714677,67.89971413537819,,
GOE 184 (MVA H.29) AIRFOIL.dat,6.0,9.0,1,1,,28,394.3,1.1724419001982391,0.007391159962167298,68.76530874336865,,
GOE 184 (MVA H.29) AIRFOIL.dat,8.0,9.0,1,1,,37,445.0,1.3723215034437166,0.010132658215929515,70.52052123312707,,
GOE 226 (MVA H.36) AIRFOIL.dat,-4.0,5.0,1,1,,36,397.8,0.4698683011951857,0.007494673663032507,70.57969321150131,,
GOE 226 (MVA H.36) AIRFOIL.dat,-2.0,5.0,1,1,,35,436.5,0.7011242011629013,0.007371667272067912,70.88161583411703,,
GOE 226 (MVA H.36) AIRFOIL.dat,0.0,5.0,1,1,,32,339.8,0.9224632643245035,0.008167469777827579,71.86064326128115,,
GOE 226 (MVA H.36) AIRFOIL.dat,2.0,5.0,1,1,,5,74.9,1.146083960842165,0.008620081145972402,72.75597425007066,,
GOE 226 (MVA H.36) AIRFOIL.dat,4.0,5.0,1,1,,5,88.3,1.3645128357864238,0.00938082855711527,74.0893831316451,,
GOE 226 (MVA H.36) AIRFOIL.dat,6.0,5.0,1,1,,10,115.0,1.5709324378628986,0.010628267290873678,76.27913980251412,,
GOE 226 (MVA H.36) AIRFOIL.dat,8.0,5.0,1,1,,9,125.7,1.750374114546335,0.012505773192352972,80.41485938275665,,
GOE 226 (MVA H.36) AIRFOIL.dat,-4.0,9.0,1,1,,55,634.7,0.47449310360174524,0.0071613010491994415,70.32580291154059,,
GOE 226 (MVA H.36) AIRFOIL.dat,-2.0,9.0,0,0,no_convergence,100,739.7,,,,1,1
GOE 226 (MVA H.36) AIRFOIL.dat,0.0,9.0,1,1,,33,376.2,0.9351492710382248,0.007079991434636669,70.9617198049966,,
GOE 226 (MVA H.36) AIRFOIL.dat,2.0,9.0,1,1,,24,279.3,1.1552446568079802,0.007825003199539389,72.06091771567466,,
GOE 226 (MVA H.36) AIRFOIL.dat,4.0,9.0,1,1,,26,272.5,1.3727413454427693,0.008730833329889772,73.49396884380923,,
GOE 226 (MVA H.36) AIRFOIL.dat,6.0,9.0,1,1,,50,574.3,1.583412365398105,0.009767606924718952,75.40652986557757,,
GOE 226 (MVA H.36) AIRFOIL.dat,8.0,9.0,1,1,,48,430.9,1.773031098536548,0.011042562670542665,78.43387305582213,,
GOE 303 (FRIEDRICHSHAFEN G03) AIRFOIL.dat,-4.0,5.0,1,1,,7,90.8,0.16929705617871355,0.007577564854740792,69.678391938717,,
GOE 303 (FRIEDRICHSHAFEN G03) AIRFOIL.dat,-2.0,5.0,1,1,,37,350.1,0.38618023022884834,0.007261826950680814,69.97622780794843,,
GOE 303 (FRIEDRICHSHAFEN G03) AIRFOIL.dat,0.0,5.0,1,1,,10,111.7,0.6045984451689355,0.007241432665633034,70.31669015145998,,
GOE 303 (FRIEDRICHSHAFEN G03) AIRFOIL.dat,2.0,5.0,1,1,,9,107.6,0.819682367391982,0.0076954702445248355,70.9178637628899,,
GOE 303 (FRIEDRICHSHAFEN G03) AIRFOIL.dat,4.0,5.0,1,1,,6,82.7,1.034753883399355,0.007513425952425234,70.7847793169144,,
GOE 303 (FRIEDRICHSHAFEN G03) AIRFOIL.dat,6.0,5.0,1,1,,9,107.2,1.2350048556053528,0.008960046328980694,72.3609399638612,,
GOE 303 (FRIEDRICHSHAFEN G03) AIRFOIL.dat,8.0,5.0,1,1,,36,337.1,1.4275609405864953,0.01078417938016021,74.39514066247597,,
GOE 303 (FRIEDRICHSHAFEN G03) AIRFOIL.dat,-4.0,9.0,1,1,,9,110.6,0.17827396757480793,0.007275140368176283,69.33414325599786,,
GOE 303 (FRIEDRICHSHAFEN G03) AIRFOIL.dat,-2.0,9.0,1,1,,15,150.9,0.392608799559883,0.006911658891527605,69.6906517426748,,
GOE 303 (FRIEDRICHSHAFEN G03) AIRFOIL.dat,0.0,9.0,1,1,,58,551.0,0.6107042820733259,0.006807985872936846,70.017886836788,,
GOE 303 (FRIEDRICHSHAFEN G03) AIRFOIL.dat,2.0,9.0,1,1,,13,150.4,0.8280213990966049,0.006932448932685962,70.46819518848777,,
GOE 303 (FRIEDRICHSHAFEN G03) AIRFOIL.dat,4.0,9.0,1,1,,29,276.3,1.0496623619565189,0.006528649174645121,70.09438762557102,,
GOE 303 (FRIEDRICHSHAFEN G03) AIRFOIL.dat,6.0,9.0,1,1,,31,286.4,1.2422034055222346,0.00844967052750765,72.03089355010337,,
GOE 303 (FRIEDRICHSHAFEN G03) AIRFOIL.dat,8.0,9.0,1,1,,43,396.9,1.438911353649249,0.010020379615911939,73.85972566578307,,
GOE 328 AIRFOIL.dat,-4.0,5.0,1,1,,41,419.3,-0.03223625931543202,0.007364939880684328,69.57080496220668,,
GOE 328 AIRFOIL.dat,-2.0,5.0,1,1,,7,103.1,0.18895410633446744,0.0069927896542129105,69.56644379635517,,
GOE 328 AIRFOIL.dat,0.0,5.0,1,1,,33,343.5,0.40960370451297573,0.007139025852064572,69.59164300928384,,
GOE 328 AIRFOIL.dat,2.0,5.0,0,0,transition_front_oscillation,100,578.0,,,,0,1
GOE 328 AIRFOIL.dat,4.0,5.0,1,1,,44,341.9,0.8516085751805085,0.006394635399122837,67.71338352589146,,
GOE 328 AIRFOIL.dat,6.0,5.0,1,1,,47,374.7,1.0563085588018915,0.008640123118839138,69.0742074885809,,
GOE 328 AIRFOIL.dat,8.0,5.0,1,1,,8,80.2,1.2535072859633816,0.011651296865763513,70.96957414887481,,
GOE 328 AIRFOIL.dat,-4.0,9.0,1,1,,18,177.1,-0.028224533723891172,0.007321845421163014,69.45655417628478,,
GOE 328 AIRFOIL.dat,-2.0,9.0,1,1,,8,99.1,0.19349431634191974,0.006694720992251569,69.39301226293472,,
GOE 328 AIRFOIL.dat,0.0,9.0,1,1,,10,122.9,0.4153877057895112,0.0065000883119769514,69.34189317844164,,
GOE 328 AIRFOIL.dat,2.0,9.0,1,1,,34,316.2,0.63485572729224,0.006927460397870283,69.42234367084544,,
GOE 328 AIRFOIL.dat,4.0,9.0,1,1,,31,291.3,0.8556946807571804,0.005949908464074106,67.47985427682652,,
GOE 328 AIRFOIL.dat,6.0,9.0,1,1,,22,193.1,1.0667383386499698,0.007408353062940608,68.42342428791419,,
GOE 328 AIRFOIL.dat,8.0,9.0,1,1,,58,482.0,1.2558340307562972,0.011378621453727077,70.83889013725332,,
GOE 346 (FRIEDRICHSHAFEN-STAAKEN) AIRFOIL.dat,-4.0,5.0,1,1,,21,235.0,-0.04427846033607938,0.006930866638161687,69.42672643096044,,
GOE 346 (FRIEDRICHSHAFEN-STAAKEN) AIRFOIL.dat,-2.0,5.0,1,1,,39,357.3,0.17094960578205565,0.006292534231358163,69.38649971807611,,
GOE 346 (FRIEDRICHSHAFEN-STAAKEN) AIRFOIL.dat,0.0,5.0,1,1,,11,115.8,0.38573405257809373,0.006521664062630655,69.54898091096813,,
GOE 346 (FRIEDRICHSHAFEN-STAAKEN) AIRFOIL.dat,2.0,5.0,1,1,,6,83.6,0.5977324525009751,0.007561574497336844,69.86029595804948,,
GOE 346 (FRIEDRICHSHAFEN-STAAKEN) AIRFOIL.dat,4.0,5.0,1,1,,6,77.8,0.8129029866691074,0.0068969333449052875,68.18622109503724,,
GOE 346 (FRIEDRICHSHAFEN-STAAKEN) AIRFOIL.dat,6.0,5.0,1,1,,10,110.0,1.0189319899449165,0.008717509766716033,69.16548903585652,,
GOE 346 (FRIEDRICHSHAFEN-STAAKEN) AIRFOIL.dat,8.0,5.0,0,0,diverged,100,495.3,,,,1,1
GOE 346 (FRIEDRICHSHAFEN-STAAKEN) AIRFOIL.dat,-4.0,9.0,1,1,,8,95.9,-0.038422944223257316,0.0069570235876720175,69.32990260780785,,
GOE 346 (FRIEDRICHSHAFEN-STAAKEN) AIRFOIL.dat,-2.0,9.0,1,1,,15,166.1,0.17759018858754586,0.006053496020708275,69.22141086401018,,
GOE 346 (FRIEDRICHSHAFEN-STAAKEN) AIRFOIL.dat,0.0,9.0,1,1,,9,104.3,0.394319207485722,0.005851679715671973,69.19138468649841,,
GOE 346 (FRIEDRICHSHAFEN-STAAKEN) AIRFOIL.dat,2.0,9.0,1,1,,9,107.0,0.6069332144444584,0.00644533601375033,69.44485453539,,
GOE 346 (FRIEDRICHSHAFEN-STAAKEN) AIRFOIL.dat,4.0,9.0,1,1,,7,89.3,0.8168292628853314,0.006432143377336728,67.97229217695408,,
GOE 346 (FRIEDRICHSHAFEN-STAAKEN) AIRFOIL.dat,6.0,9.0,1,1,,9,105.8,1.0232169616996254,0.00817051939359675,68.94490903497538,,
GOE 346 (FRIEDRICHSHAFEN-STAAKEN) AIRFOIL.dat,8.0,9.0,0,0,transition_front_oscillation,100,500.9,,,,1,1
GOE 393 AIRFOIL.dat,-4.0,5.0,0,0,transition_front_oscillation,100,519.0,,,,1,1
GOE 393 AIRFOIL.dat,-2.0,5.0,1,1,,41,346.6,0.09017188538810833,0.006978424393256047,70.00562250053049,,
GOE 393 AIRFOIL.dat,0.0,5.0,1,1,,23,248.2,0.3131459632321568,0.006700906909683963,69.7972114814519,,
GOE 393 AIRFOIL.dat,2.0,5.0,1,1,,9,101.4,0.535497158440077,0.006886893975695326,69.6540556318159,,
GOE 393 AIRFOIL.dat,4.0,5.0,1,1,,32,297.1,0.7548917151289978,0.007694786308266494,69.562705784015,,
GOE 393 AIRFOIL.dat,6.0,5.0,1,1,,6,75.2,0.968458536179533,0.008259592458337272,67.61527517757253,,
GOE 393 AIRFOIL.dat,8.0,5.0,1,1,,24,212.9,1.1761696018220547,0.010583512425498565,68.35520462192642,,
GOE 393 AIRFOIL.dat,-4.0,9.0,0,0,diverged,100,502.4,,,,1,1
GOE 393 AIRFOIL.dat,-2.0,9.0,1,1,,47,392.9,0.09121372644213796,0.006781718617482844,69.91562441545325,,
GOE 393 AIRFOIL.dat,0.0,9.0,1,1,,40,325.5,0.3143882311618699,0.006493200281940146,69.71861712046021,,
GOE 393 AIRFOIL.dat,2.0,9.0,1,1,,12,121.5,0.5372862152160099,0.006550598949599258,69.55796297412435,,
GOE 393 AIRFOIL.dat,4.0,9.0,1,1,,40,332.0,0.75503868870867,0.0063965834756724155,68.97211497177031,,
GOE 393 AIRFOIL.dat,6.0,9.0,1,1,,16,150.2,0.9719278267247488,0.007617919429171692,67.472940542291,,
GOE 393 AIRFOIL.dat,8.0,9.0,1,1,,29,246.6,1.1791490810284173,0.010071928739308325,68.17263163507039,,
GOE 425 AIRFOIL.dat,-4.0,5.0,1,1,,35,337.9,-0.0069107279437776725,0.008415824817039544,69.18396002738925,,
GOE 425 AIRFOIL.dat,-2.0,5.0,1,1,,34,285.8,0.21905208343532212,0.007921301052903914,69.18937651457895,,
GOE 425 AIRFOIL.dat,0.0,5.0,0,0,transition_front_oscillation,100,494.1,,,,1,0
GOE 425 AIRFOIL.dat,2.0,5.0,1,1,,9,100.9,0.6635579701967952,0.006644520581468279,69.19926960545081,,
GOE 425 AIRFOIL.dat,4.0,5.0,1,1,,6,77.3,0.8874440861538071,0.0068696566985376566,69.58615452235486,,
GOE 425 AIRFOIL.dat,6.0,5.0,1,1,,7,79.9,1.136307128729887,0.00709670019079338,69.27332119680031,,
GOE 425 AIRFOIL.dat,8.0,5.0,1,1,,34,286.9,1.321050325870295,0.009360789347397433,72.10204696207765,,
GOE 425 AIRFOIL.dat,-4.0,9.0,1,1,,26,226.5,-0.005059967205602727,0.00829954191516711,69.12781239294044,,
GOE 425 AIRFOIL.dat,-2.0,9.0,1,1,,35,296.8,0.21990072622136045,0.007724160079911954,69.13127365424175,,
GOE 425 AIRFOIL.dat,0.0,9.0,1,1,,39,336.2,0.4381815294666592,0.0064694270893012745,68.95617335817902,,
GOE 425 AIRFOIL.dat,2.0,9.0,1,1,,25,218.5,0.6627945820335517,0.006329918364439986,69.03363008472523,,
GOE 425 AIRFOIL.dat,4.0,9.0,1,1,,24,206.6,0.9125187983346464,0.006006096623558478,67.94487866128893,,
GOE 425 AIRFOIL.dat,6.0,9.0,1,1,,25,202.2,1.1600477765825408,0.006726869653507004,68.79868312733689,,
GOE 425 AIRFOIL.dat,8.0,9.0,1,1,,12,110.2,1.3525090761021246,0.007845761721993543,70.5196163392004,,
GOE 443 AIRFOIL.dat,-4.0,5.0,0,0,nan_lock,100,49.4,,,,1,1
GOE 443 AIRFOIL.dat,-2.0,5.0,1,1,,12,118.7,-0.19783498451589754,0.005667781945381674,68.90396191842565,,
GOE 443 AIRFOIL.dat,0.0,5.0,1,1,,7,80.6,8.764950293880559e-10,0.003664075696114617,67.98033792763279,,
GOE 443 AIRFOIL.dat,2.0,5.0,1,1,,12,122.4,0.19783498654888854,0.005667781982857201,68.62896798946493,,
GOE 443 AIRFOIL.dat,4.0,5.0,0,0,nan_lock,100,37.8,,,,1,1
GOE 443 AIRFOIL.dat,6.0,5.0,0,0,transition_front_oscillation,100,557.3,,,,0,0
GOE 443 AIRFOIL.dat,8.0,5.0,0,0,transition_front_oscillation,100,503.0,,,,0,0
GOE 443 AIRFOIL.dat,-4.0,9.0,1,1,,12,136.0,-0.4500354042152141,0.008302493248176926,68.3824665077375,,
GOE 443 AIRFOIL.dat,-2.0,9.0,1,1,,26,250.0,-0.22288383788034385,0.005533862405423289,67.5321122462651,,
GOE 443 AIRFOIL.dat,0.0,9.0,1,1,,8,97.7,8.449261209306572e-10,0.002407656762811184,66.18929494726294,,
GOE 443 AIRFOIL.dat,2.0,9.0,1,1,,26,252.4,0.2228838418524314,0.005533862519075516,67.24015356502328,,
GOE 443 AIRFOIL.dat,4.0,9.0,1,1,,12,133.2,0.45003540508799134,0.008302493438405816,67.66453545185927,,
GOE 443 AIRFOIL.dat,6.0,9.0,1,1,,21,214.0,0.6082969037324467,0.03749632076767609,65.61506644443367,,
GOE 443 AIRFOIL.dat,8.0,9.0,1,1,,28,273.8,0.6924877060370571,0.08219854695412585,76.56848521573275,,
GOE 458 AIRFOIL.dat,-4.0,5.0,1,1,,6,100.5,0.13078372988828582,0.007490573467272921,69.74410790748975,,
GOE 458 AIRFOIL.dat,-2.0,5.0,1,1,,37,359.6,0.3483318885896788,0.006490677874345247,69.65558106634455,,
GOE 458 AIRFOIL.dat,0.0,5.0,1,1,,16,166.2,0.5656601743256723,0.006154046714148943,69.5864734839678,,
GOE 458 AIRFOIL.dat,2.0,5.0,1,1,,15,152.0,0.7823645227735897,0.006503025032295164,69.81606497866534,,
GOE 458 AIRFOIL.dat,4.0,5.0,1,1,,32,333.5,0.9828786705050062,0.007523014081366723,69.81045271403518,,
GOE 458 AIRFOIL.dat,6.0,5.0,1,1,,8,141.3,1.169123505255892,0.011198960656191565,72.32336885758889,,
GOE 458 AIRFOIL.dat,8.0,5.0,1,1,,8,115.0,1.3542429590913108,0.014322598585112095,74.5800249577628,,
GOE 458 AIRFOIL.dat,-4.0,9.0,1,1,,9,121.3,0.13787354340645444,0.007856414920931316,69.62933899764109,,
GOE 458 AIRFOIL.dat,-2.0,9.0,1,1,,57,534.7,0.35548329728696176,0.0060164696642087696,69.3404571229251,,
GOE 458 AIRFOIL.dat,0.0,9.0,1,1,,35,313.5,0.5703479889090006,0.005654329109701223,69.26590447481912,,
GOE 458 AIRFOIL.dat,2.0,9.0,1,1,,7,79.0,0.7899670852945583,0.004655122234916438,67.45974550563881,,
GOE 458 AIRFOIL.dat,4.0,9.0,0,0,diverged,100,465.0,,,,1,1
GOE 458 AIRFOIL.dat,6.0,9.0,1,1,,11,116.9,1.1679234631556963,0.011372389280674857,72.40624632995427,,
GOE 458 AIRFOIL.dat,8.0,9.0,1,1,,9,103.4,1.3392666467908136,0.01584060275015815,75.3733385746187,,
GOE 513 AIRFOIL.dat,-4.0,5.0,0,0,no_convergence,100,624.1,,,,1,0
GOE 513 AIRFOIL.dat,-2.0,5.0,1,1,,17,188.8,0.2063374158442595,0.00907525768564283,73.53224458749655,,
GOE 513 AIRFOIL.dat,0.0,5.0,1,1,,21,227.9,0.3801485158705456,0.008621776501122808,75.37046933044208,,
GOE 513 AIRFOIL.dat,2.0,5.0,1,1,,33,330.9,0.5581547252628136,0.009122671952448607,77.69438114956753,,
GOE 513 AIRFOIL.dat,4.0,5.0,1,1,,33,324.6,0.7453959682835293,0.010018935005291024,82.19073894280672,,
GOE 513 AIRFOIL.dat,6.0,5.0,1,1,,41,361.5,0.9317562982615638,0.010976471716508254,86.13304884420246,,
GOE 513 AIRFOIL.dat,8.0,5.0,1,1,,12,120.1,1.1349033737077885,0.011298092990536938,88.71430644340637,,
GOE 513 AIRFOIL.dat,-4.0,9.0,0,0,no_convergence,100,493.4,,,,1,1
GOE 513 AIRFOIL.dat,-2.0,9.0,1,1,,50,477.8,0.21540513764100186,0.008505882754455976,73.22927827907861,,
GOE 513 AIRFOIL.dat,0.0,9.0,1,1,,38,322.5,0.3917206893665681,0.008132092001152585,74.99766070329669,,
GOE 513 AIRFOIL.dat,2.0,9.0,1,1,,44,379.1,0.573153381905709,0.008499049575311064,77.08417855139973,,
GOE 513 AIRFOIL.dat,4.0,9.0,1,1,,26,250.3,0.7578893317778196,0.009351581564590398,81.62073660826385,,
GOE 513 AIRFOIL.dat,6.0,9.0,0,0,nan_lock,100,55.6,,,,1,1
GOE 513 AIRFOIL.dat,8.0,9.0,0,0,diverged,100,518.0,,,,1,1
GOE 550 AIRFOIL.dat,-4.0,5.0,1,1,,6,97.7,0.05140840931300752,0.0069768547912790625,69.25029222674131,,
GOE 550 AIRFOIL.dat,-2.0,5.0,1,1,,6,80.3,0.27372953200423666,0.006779688426657798,69.53245877709091,,
GOE 550 AIRFOIL.dat,0.0,5.0,1,1,,5,73.3,0.49828804530355186,0.006906155884438009,69.83365178730318,,
GOE 550 AIRFOIL.dat,2.0,5.0,1,1,,7,92.2,0.7208433350207383,0.0073191896901750285,70.29713554541486,,
GOE 550 AIRFOIL.dat,4.0,5.0,1,1,,8,95.5,0.936107861613511,0.00829389270197844,71.14818957215073,,
GOE 550 AIRFOIL.dat,6.0,5.0,1,1,,22,211.6,1.1412773074293872,0.009698998188316372,72.43391612573488,,
GOE 550 AIRFOIL.dat,8.0,5.0,1,1,,13,133.5,1.3214816714504238,0.011958605377937744,74.59001462675323,,
GOE 550 AIRFOIL.dat,-4.0,9.0,1,1,,33,296.0,0.05657159761923515,0.006466626463426794,68.96282416036402,,
GOE 550 AIRFOIL.dat,-2.0,9.0,1,1,,29,257.9,0.2799680938836791,0.006253929334747137,69.20020293021736,,
GOE 550 AIRFOIL.dat,0.0,9.0,1,1,,31,263.8,0.5043924062941283,0.006400301868093295,69.52533278179254,,
GOE 550 AIRFOIL.dat,2.0,9.0,1,1,,27,212.0,0.7275815708658235,0.006737105850020826,69.95907777817864,,
GOE 550 AIRFOIL.dat,4.0,9.0,1,1,,10,105.4,0.9449724520532651,0.007328747770424201,70.63292068223846,,
GOE 550 AIRFOIL.dat,6.0,9.0,1,1,,8,83.0,1.1514307072296637,0.007935389389586704,71.10067236452463,,
GOE 550 AIRFOIL.dat,8.0,9.0,1,1,,9,85.4,1.334984735803747,0.011009504811271746,73.92826076144927,,
GOE 596 AIRFOIL.dat,-4.0,5.0,1,1,,41,398.8,-0.03837865294838735,0.0076373784095831706,69.41080636026457,,
GOE 596 AIRFOIL.dat,-2.0,5.0,1,1,,9,111.0,0.18317227000849412,0.007198085093913025,69.41719382699475,,
GOE 596 AIRFOIL.dat,0.0,5.0,1,1,,7,96.4,0.4059033361755585,0.007016221923277897,69.42236406878288,,
GOE 596 AIRFOIL.dat,2.0,5.0,1,1,,9,127.2,0.6252053790340263,0.006655426549499775,69.33354098529855,,
GOE 596 AIRFOIL.dat,4.0,5.0,1,1,,8,102.5,0.8534056807474989,0.006454364223061277,68.13656218190997,,
GOE 596 AIRFOIL.dat,6.0,5.0,1,1,,19,194.2,1.0513928872781588,0.008421505740236649,69.55281721968036,,
