foil,alpha,ncrit,conv,aero_conv,failure_mode,newton_iterations,wall_ms,CL,CD,OASPL,rescue_conv,rescue_conv_guarded
GOE 596 AIRFOIL.dat,8.0,5.0,1,1,,23,203.0,1.2427198446118177,0.011275233066950503,71.65929459038173,,
GOE 596 AIRFOIL.dat,-4.0,9.0,1,1,,12,123.8,-0.030661249997663204,0.00722817563979669,69.11604918525111,,
GOE 596 AIRFOIL.dat,-2.0,9.0,1,1,,20,184.9,0.18686955780913014,0.00696633198203357,69.27822732087537,,
GOE 596 AIRFOIL.dat,0.0,9.0,1,1,,30,269.4,0.4087949333278639,0.006721945358869652,69.28597040998571,,
GOE 596 AIRFOIL.dat,2.0,9.0,1,1,,26,225.3,0.6358979275568588,0.0048479354915892895,66.96428834564716,,
GOE 596 AIRFOIL.dat,4.0,9.0,1,1,,22,191.3,0.8631519244440612,0.0057041211058703805,67.69919831159105,,
GOE 596 AIRFOIL.dat,6.0,9.0,1,1,,18,164.9,1.0623805135657511,0.007422117666716983,69.00092390624971,,
GOE 596 AIRFOIL.dat,8.0,9.0,0,0,diverged,100,482.8,,,,1,1
GOE 602 MOD. AIRFOIL.dat,-4.0,5.0,1,1,,35,341.5,0.035836528713528305,0.006735237405724708,69.13082439644256,,
GOE 602 MOD. AIRFOIL.dat,-2.0,5.0,1,1,,8,98.5,0.25237497880893156,0.0064405457488943465,69.4029926112344,,
GOE 602 MOD. AIRFOIL.dat,0.0,5.0,1,1,,7,90.6,0.467748993406212,0.00626712515940687,69.60836821644928,,
GOE 602 MOD. AIRFOIL.dat,2.0,5.0,1,1,,7,87.5,0.6846578257679823,0.006356487491981964,69.77725871695371,,
GOE 602 MOD. AIRFOIL.dat,4.0,5.0,1,1,,22,193.8,0.8972906023962519,0.006855879282019728,69.45053490460947,,
GOE 602 MOD. AIRFOIL.dat,6.0,5.0,1,1,,54,444.9,1.0926213873610022,0.009701312902374628,71.32123412652282,,
GOE 602 MOD. AIRFOIL.dat,8.0,5.0,1,1,,21,186.0,1.2830433983520935,0.012685755745547589,73.25689115225498,,
GOE 602 MOD. AIRFOIL.dat,-4.0,9.0,1,1,,11,122.3,0.045006182004234,0.006363419636166856,68.89421557289,,
GOE 602 MOD. AIRFOIL.dat,-2.0,9.0,1,1,,32,269.9,0.2621045210060735,0.00568115809389201,68.90937458445593,,
GOE 602 MOD. AIRFOIL.dat,0.0,9.0,1,1,,13,123.7,0.4745621096327343,0.005294776609737074,68.99064218415401,,
GOE 602 MOD. AIRFOIL.dat,2.0,9.0,1,1,,19,155.1,0.6962489258743767,0.004799260478190102,67.65068144676206,,
GOE 602 MOD. AIRFOIL.dat,4.0,9.0,1,1,,22,169.7,0.9065910667175676,0.0060397718561814575,68.93002949686228,,
GOE 602 MOD. AIRFOIL.dat,6.0,9.0,0,0,no_convergence,100,441.7,,,,1,1
GOE 602 MOD. AIRFOIL.dat,8.0,9.0,1,1,,10,105.6,1.2836785705134275,0.012641487554735209,73.23849775714032,,
GOE 629 AIRFOIL.dat,-4.0,5.0,1,1,,9,115.0,-0.12058259785674963,0.0071622076268047,68.78459006375428,,
GOE 629 AIRFOIL.dat,-2.0,5.0,0,0,no_convergence,100,501.3,,,,1,1
GOE 629 AIRFOIL.dat,0.0,5.0,1,1,,6,72.5,0.31266840194948026,0.007107374326315524,69.53823386492711,,
GOE 629 AIRFOIL.dat,2.0,5.0,1,1,,6,73.9,0.528593046889132,0.007185376320910465,70.17566834690525,,
GOE 629 AIRFOIL.dat,4.0,5.0,1,1,,9,93.2,0.7271823537681841,0.007964038954100415,71.43874897375426,,
GOE 629 AIRFOIL.dat,6.0,5.0,1,1,,9,90.5,0.9491244800587602,0.009161218040385428,72.24487742598016,,
GOE 629 AIRFOIL.dat,8.0,5.0,1,1,,39,313.8,1.136243276634328,0.011098050885496888,74.54967107576293,,
GOE 629 AIRFOIL.dat,-4.0,9.0,1,1,,32,280.1,-0.11118394565787333,0.006730291684164315,68.50648131124346,,
GOE 629 AIRFOIL.dat,-2.0,9.0,1,1,,31,266.4,0.10434336897481797,0.0064947240102846675,68.63058948262739,,
GOE 629 AIRFOIL.dat,0.0,9.0,1,1,,29,257.3,0.3183441770701474,0.006434116154966491,69.12321236095922,,
GOE 629 AIRFOIL.dat,2.0,9.0,1,1,,39,309.7,0.5296619309206891,0.006079937660752082,69.64026803999688,,
GOE 629 AIRFOIL.dat,4.0,9.0,1,1,,21,167.1,0.7327895380979028,0.006163972346181058,69.78949132158455,,
GOE 629 AIRFOIL.dat,6.0,9.0,1,1,,32,232.0,0.9972442405679848,0.008213779113323747,71.21351881395556,,
GOE 629 AIRFOIL.dat,8.0,9.0,0,0,no_convergence,100,423.9,,,,1,1
GOE 770 AIRFOIL.dat,-4.0,5.0,0,0,transition_front_oscillation,100,541.9,,,,1,0
GOE 770 AIRFOIL.dat,-2.0,5.0,0,0,transition_front_oscillation,100,454.3,,,,1,1
GOE 770 AIRFOIL.dat,0.0,5.0,1,1,,6,73.1,0.31879551480775276,0.007123574768505969,68.86731786614337,,
GOE 770 AIRFOIL.dat,2.0,5.0,1,1,,7,82.2,0.545429177871427,0.007387406318148749,69.30211554204345,,
GOE 770 AIRFOIL.dat,4.0,5.0,1,1,,6,74.5,0.7681515136923311,0.007982828156152285,70.13728250154702,,
GOE 770 AIRFOIL.dat,6.0,5.0,1,1,,7,77.6,0.9844473563892582,0.00887467087217079,71.48261929611517,,
GOE 770 AIRFOIL.dat,8.0,5.0,1,1,,11,105.7,1.1883366289494521,0.009864100443823303,73.52504542146411,,
GOE 770 AIRFOIL.dat,-4.0,9.0,1,1,,12,129.5,-0.10916846185945041,0.009085904479367881,69.54152763489569,,
GOE 770 AIRFOIL.dat,-2.0,9.0,1,1,,48,371.5,0.09874454408239441,0.0073692406330654065,68.78785239388286,,
GOE 770 AIRFOIL.dat,0.0,9.0,1,1,,29,230.6,0.318588914573969,0.006707016743200873,68.70346714262345,,
GOE 770 AIRFOIL.dat,2.0,9.0,1,1,,32,278.7,0.547802269593799,0.006954807249297191,69.09554083582816,,
GOE 770 AIRFOIL.dat,4.0,9.0,1,1,,18,157.5,0.7729638534246951,0.007357026616980769,69.77771383487791,,
GOE 770 AIRFOIL.dat,6.0,9.0,0,0,no_convergence,100,487.6,,,,1,1
GOE 770 AIRFOIL.dat,8.0,9.0,1,1,,40,319.4,1.2172062569879774,0.009030143099522086,72.1505606548305,,
GOE 777 AIRFOIL.dat,-4.0,5.0,1,1,,47,444.0,0.04848511981861525,0.00955852130593214,69.58352691674988,,
GOE 777 AIRFOIL.dat,-2.0,5.0,0,0,transition_front_oscillation,100,486.1,,,,1,1
GOE 777 AIRFOIL.dat,0.0,5.0,1,1,,7,80.4,0.48700212280261507,0.00819914024829974,69.69000441335584,,
GOE 777 AIRFOIL.dat,2.0,5.0,1,1,,7,86.9,0.6966228581659331,0.007617185308766448,70.35030834789215,,
GOE 777 AIRFOIL.dat,4.0,5.0,1,1,,17,159.7,0.9129722135699601,0.008431825668967365,71.73131841515682,,
GOE 777 AIRFOIL.dat,6.0,5.0,1,1,,9,94.4,1.1159668775465879,0.009406095118284089,73.86837761990682,,
GOE 777 AIRFOIL.dat,8.0,5.0,0,0,nan_lock,100,371.1,,,,1,1
GOE 777 AIRFOIL.dat,-4.0,9.0,0,0,transition_front_oscillation,100,593.0,,,,1,1
GOE 777 AIRFOIL.dat,-2.0,9.0,1,1,,50,466.4,0.2708224921623411,0.008768842038455944,69.36696604826925,,
GOE 777 AIRFOIL.dat,0.0,9.0,0,0,no_convergence,100,507.4,,,,1,1
GOE 777 AIRFOIL.dat,2.0,9.0,1,1,,34,277.4,0.6993034695027234,0.007077937023487467,70.05217181275752,,
GOE 777 AIRFOIL.dat,4.0,9.0,1,1,,38,331.3,0.9203043196339014,0.0074878398825440826,71.09665983961278,,
GOE 777 AIRFOIL.dat,6.0,9.0,1,1,,31,275.6,1.1504176162161721,0.008382980523631364,72.19128957036335,,
GOE 777 AIRFOIL.dat,8.0,9.0,0,0,diverged,100,513.7,,,,1,1
HQ 1.5-8 AIRFOIL.dat,-4.0,5.0,1,1,,14,162.1,-0.2395161932675215,0.00725219423757585,69.35054096138626,,
HQ 1.5-8 AIRFOIL.dat,-2.0,5.0,1,1,,37,324.0,-0.01862537711481427,0.006293648310017179,69.31556596698579,,
HQ 1.5-8 AIRFOIL.dat,0.0,5.0,1,1,,23,215.4,0.19704342480841305,0.004997330552254052,68.8190997408123,,
HQ 1.5-8 AIRFOIL.dat,2.0,5.0,0,0,transition_front_oscillation,100,494.7,,,,1,1
HQ 1.5-8 AIRFOIL.dat,4.0,5.0,0,0,transition_front_oscillation,100,530.1,,,,0,0
HQ 1.5-8 AIRFOIL.dat,6.0,5.0,1,1,,16,129.6,0.8455340120951079,0.009015243917576847,68.37175457539277,,
HQ 1.5-8 AIRFOIL.dat,8.0,5.0,1,1,,11,102.8,1.052752749959034,0.011663259242131269,69.39092794761825,,
HQ 1.5-8 AIRFOIL.dat,-4.0,9.0,1,1,,14,121.7,-0.23456683309135928,0.007175105602603194,69.19025352094566,,
HQ 1.5-8 AIRFOIL.dat,-2.0,9.0,1,1,,33,260.6,-0.01581286888816696,0.005563525577011777,69.07257245707291,,
HQ 1.5-8 AIRFOIL.dat,0.0,9.0,1,1,,26,212.2,0.2003752337592964,0.004033587464324796,68.24295916447186,,
HQ 1.5-8 AIRFOIL.dat,2.0,9.0,0,0,transition_front_oscillation,100,448.6,,,,1,1
HQ 1.5-8 AIRFOIL.dat,4.0,9.0,1,1,,8,82.9,0.6370081963342704,0.0063488187056935435,67.37797255195491,,
HQ 1.5-8 AIRFOIL.dat,6.0,9.0,0,0,transition_front_oscillation,100,461.3,,,,1,1
HQ 1.5-8 AIRFOIL.dat,8.0,9.0,1,1,,5,70.6,1.0514287585195354,0.012001275432556097,69.46015378492314,,
HQ 2.5-8 AIRFOIL.dat,-4.0,5.0,1,1,,14,147.3,-0.09906196822233564,0.007171776111499391,69.27464022875552,,
HQ 2.5-8 AIRFOIL.dat,-2.0,5.0,1,1,,8,86.9,0.12338271899854035,0.006152312868981269,69.26014571916105,,
HQ 2.5-8 AIRFOIL.dat,0.0,5.0,1,1,,6,69.7,0.341932155369248,0.005101828073898775,68.90434484733754,,
HQ 2.5-8 AIRFOIL.dat,2.0,5.0,1,1,,20,156.2,0.5584396215814273,0.006001691447244799,69.0597450149669,,
HQ 2.5-8 AIRFOIL.dat,4.0,5.0,1,1,,18,154.5,0.7740100064872688,0.007440092204026667,69.47159857435109,,
HQ 2.5-8 AIRFOIL.dat,6.0,5.0,0,0,no_convergence,100,433.6,,,,1,1
HQ 2.5-8 AIRFOIL.dat,8.0,5.0,1,1,,5,56.4,1.184171012334852,0.012464552198322614,70.7543917120592,,
HQ 2.5-8 AIRFOIL.dat,-4.0,9.0,1,1,,10,103.2,-0.09470351083878764,0.007599704278969242,69.21607420083508,,
HQ 2.5-8 AIRFOIL.dat,-2.0,9.0,0,0,transition_front_oscillation,100,427.9,,,,1,1
HQ 2.5-8 AIRFOIL.dat,0.0,9.0,1,1,,29,217.8,0.34620264841418497,0.004094910511679981,68.2555646651357,,
HQ 2.5-8 AIRFOIL.dat,2.0,9.0,1,1,,15,132.1,0.5649699817969918,0.00464046364772644,68.40111348324805,,
HQ 2.5-8 AIRFOIL.dat,4.0,9.0,1,1,,37,300.7,0.7753957725358352,0.006409731285388997,67.93074665489395,,
HQ 2.5-8 AIRFOIL.dat,6.0,9.0,1,1,,47,361.1,0.9811855688477226,0.009454519308234722,69.41701334087162,,
HQ 2.5-8 AIRFOIL.dat,8.0,9.0,1,1,,14,132.2,1.1815472693091498,0.012995558283016516,70.87832845499429,,
I.S.A. 962.dat,-4.0,5.0,1,1,,8,103.7,0.022426039895559382,0.007237766525699179,69.32902064861776,,
I.S.A. 962.dat,-2.0,5.0,1,1,,7,79.4,0.24203853822508073,0.006980955367859706,69.43014361028347,,
I.S.A. 962.dat,0.0,5.0,1,1,,12,119.8,0.45730830222031954,0.007401273038250558,69.7380898440982,,
I.S.A. 962.dat,2.0,5.0,1,1,,7,82.6,0.6699416641715907,0.008288845553860827,70.23906074757886,,
I.S.A. 962.dat,4.0,5.0,1,1,,21,180.1,0.9005689910585255,0.007809525051819624,69.34683580758511,,
I.S.A. 962.dat,6.0,5.0,1,1,,45,344.2,1.0998814242786126,0.00920443796273683,70.70107520740872,,
I.S.A. 962.dat,8.0,5.0,1,1,,8,84.7,1.300808225144129,0.010667289986929673,72.21128781315288,,
I.S.A. 962.dat,-4.0,9.0,1,1,,10,99.0,0.02909081073791438,0.007049336214720143,69.15987910519522,,
I.S.A. 962.dat,-2.0,9.0,1,1,,10,103.2,0.24840171608064965,0.006630287403558544,69.20331452937137,,
I.S.A. 962.dat,0.0,9.0,1,1,,41,336.5,0.4674160035127679,0.006565407454704047,69.31384410403182,,
I.S.A. 962.dat,2.0,9.0,1,1,,15,136.7,0.678882094960891,0.007246588103557408,69.76767254579072,,
I.S.A. 962.dat,4.0,9.0,1,1,,6,70.4,0.9109394144438339,0.00705587440963493,68.8637750889269,,
I.S.A. 962.dat,6.0,9.0,1,1,,34,279.7,1.1042609726952775,0.008860773437045827,70.48991686744755,,
I.S.A. 962.dat,8.0,9.0,1,1,,51,401.0,1.3032199452914364,0.010480984616426155,72.10206893238512,,
LWK 80-150-K25.dat,-4.0,5.0,0,0,no_convergence,100,612.6,,,,0,0
LWK 80-150-K25.dat,-2.0,5.0,1,1,,42,398.3,-0.20714390160968038,0.006003329738581475,68.70926914288549,,
LWK 80-150-K25.dat,0.0,5.0,1,1,,6,78.0,1.1100458110861744e-08,0.004521573115486427,67.78952897498851,,
LWK 80-150-K25.dat,2.0,5.0,1,1,,42,358.4,0.20714392161660275,0.006003330309133032,68.41782184284347,,
LWK 80-150-K25.dat,4.0,5.0,0,0,diverged,100,498.7,,,,0,0
LWK 80-150-K25.dat,6.0,5.0,1,1,,41,320.4,0.6274518074938975,0.009477867807114192,71.80701733572785,,
LWK 80-150-K25.dat,8.0,5.0,0,0,transition_front_oscillation,100,429.4,,,,1,1
LWK 80-150-K25.dat,-4.0,9.0,1,1,,38,301.5,-0.42331975000439426,0.00720501581468554,70.23950808367843,,
LWK 80-150-K25.dat,-2.0,9.0,1,1,,8,86.4,-0.2289730366058866,0.004587053695480556,68.10751487736697,,
LWK 80-150-K25.dat,0.0,9.0,1,1,,6,66.8,1.1374290180728164e-08,0.004450323962761179,67.92753481264054,,
LWK 80-150-K25.dat,2.0,9.0,1,1,,8,84.9,0.22897305940640075,0.004587053931062998,67.86152592207596,,
LWK 80-150-K25.dat,4.0,9.0,1,1,,36,288.6,0.423319927563258,0.007205004945275617,69.58073128375055,,
LWK 80-150-K25.dat,6.0,9.0,1,1,,37,282.5,0.6296146314557186,0.00919792910973593,71.6495551030315,,
LWK 80-150-K25.dat,8.0,9.0,1,1,,39,288.1,0.8336471803218966,0.011069768927281627,73.78962390774295,,
MH 121  8.76%.dat,-4.0,5.0,1,1,,9,97.7,0.035255149710555815,0.006892088317576156,68.59501353883425,,
MH 121  8.76%.dat,-2.0,5.0,0,0,diverged,100,456.3,,,,1,1
MH 121  8.76%.dat,0.0,5.0,1,1,,16,150.5,0.4831387438905137,0.004356511612014699,68.19496592852565,,
MH 121  8.76%.dat,2.0,5.0,0,0,nan_lock,100,299.4,,,,0,0
MH 121  8.76%.dat,4.0,5.0,1,1,,11,101.9,0.8706228475283927,0.0100223851110933,72.02656626223992,,
MH 121  8.76%.dat,6.0,5.0,1,1,,7,75.8,1.0703162396855321,0.012555638874143597,73.02891266361796,,
MH 121  8.76%.dat,8.0,5.0,1,1,,8,79.6,1.2449443921339907,0.016924218511573504,73.82213704898636,,
MH 121  8.76%.dat,-4.0,9.0,1,1,,10,97.5,0.04017932184501441,0.006967307365099935,68.5436335773195,,
MH 121  8.76%.dat,-2.0,9.0,0,0,no_convergence,100,449.7,,,,1,1
MH 121  8.76%.dat,0.0,9.0,1,1,,8,102.0,0.4884154562677097,0.004083566413145456,67.98158595437945,,
MH 121  8.76%.dat,2.0,9.0,0,0,diverged,100,484.2,,,,1,1
MH 121  8.76%.dat,4.0,9.0,1,1,,8,86.7,0.8711927998371237,0.009716374411437065,71.90489704747604,,
MH 121  8.76%.dat,6.0,9.0,1,1,,9,99.3,1.0522149089855448,0.0137674425256338,72.82395601769966,,
MH 121  8.76%.dat,8.0,9.0,1,1,,26,218.1,1.2319267376373528,0.020080751840188742,73.02133307864368,,
MH 49.dat,-4.0,5.0,1,1,,40,388.9,-0.593038510429073,0.008678452655359707,70.38574211063585,,
MH 49.dat,-2.0,5.0,1,1,,9,103.8,-0.3714705872978219,0.006915479751872401,70.01527389483624,,
MH 49.dat,0.0,5.0,1,1,,6,80.0,-0.14656715811157744,0.005861132252528853,69.57378709163777,,
MH 49.dat,2.0,5.0,1,1,,9,96.7,0.07881535968599637,0.005385329588068294,69.07826587897145,,
MH 49.dat,4.0,5.0,1,1,,11,116.5,0.31792093588725345,0.005439238350445493,73.11607235520333,,
MH 49.dat,6.0,5.0,1,1,,9,102.5,0.5864950918888899,0.0076268747645655225,66.3842229485928,,
MH 49.dat,8.0,5.0,1,1,,6,76.4,0.8265810781235364,0.009971277212817337,67.08308378597098,,
MH 49.dat,-4.0,9.0,1,1,,41,348.1,-0.5937904476599848,0.00851908601494055,70.3988564001994,,
MH 49.dat,-2.0,9.0,1,1,,10,103.5,-0.3742451098047371,0.006438290866407062,69.90857069572769,,
MH 49.dat,0.0,9.0,1,1,,7,76.4,-0.15162708863904104,0.005137325178118931,69.23320925241545,,
MH 49.dat,2.0,9.0,1,1,,6,68.4,0.06517998114908281,0.0037588277042009777,68.16699558641183,,
MH 49.dat,4.0,9.0,1,1,,7,75.5,0.36262693965410975,0.004895657970094237,66.58845846749557,,
MH 49.dat,6.0,9.0,1,1,,5,60.7,0.6066315405639063,0.007121345149058909,66.5406679968681,,
MH 49.dat,8.0,9.0,0,0,transition_front_oscillation,100,442.1,,,,1,1
MH 93  15.98%.dat,-4.0,5.0,1,1,,56,479.7,-0.4584117810813343,0.009570108238891317,71.19673992496334,,
MH 93  15.98%.dat,-2.0,5.0,1,1,,28,264.8,-0.2421476385826335,0.007465070361699351,69.52846375743123,,
MH 93  15.98%.dat,0.0,5.0,1,1,,7,89.4,-0.01901706555411857,0.006398756779936614,68.28464832037342,,
MH 93  15.98%.dat,2.0,5.0,1,1,,6,78.2,0.21123730996425752,0.0063055313302193385,67.75093344463504,,
MH 93  15.98%.dat,4.0,5.0,1,1,,14,146.0,0.44428020610596214,0.006778255378677043,67.75255638898022,,
MH 93  15.98%.dat,6.0,5.0,1,1,,6,76.5,0.6766730780503729,0.007639625829873676,68.12388520171214,,
MH 93  15.98%.dat,8.0,5.0,1,1,,8,92.9,0.9046625904263388,0.008835725015957713,68.88420518933523,,
MH 93  15.98%.dat,-4.0,9.0,1,1,,39,336.9,-0.4606648071822636,0.00898176872553605,71.00923252877192,,
MH 93  15.98%.dat,-2.0,9.0,1,1,,25,226.4,-0.24972225561358244,0.006274375675309038,68.89233749086814,,
MH 93  15.98%.dat,0.0,9.0,1,1,,7,90.1,-0.025177965049892843,0.005474275317819027,67.72937345724768,,
MH 93  15.98%.dat,2.0,9.0,1,1,,45,394.5,0.2086775949081485,0.00579128680827308,67.56346792011838,,
MH 93  15.98%.dat,4.0,9.0,1,1,,28,254.1,0.4431060342493501,0.006407334400908797,67.66837148445198,,
MH 93  15.98%.dat,6.0,9.0,1,1,,30,262.2,0.6759130750414554,0.007264082866856986,68.00871662810462,,
MH 93  15.98%.dat,8.0,9.0,1,1,,28,235.4,0.9041922150290658,0.008417036208781701,68.68785601841742,,
NACA 0010.dat,-4.0,5.0,1,1,,6,90.1,-0.41914850292106637,0.007042711423377605,69.13157939453092,,
NACA 0010.dat,-2.0,5.0,1,1,,23,218.8,-0.20873619982384803,0.006346171610562905,68.9145543489507,,
NACA 0010.dat,0.0,5.0,1,1,,4,57.1,5.351286531084243e-09,0.006152484241008806,68.86349237225109,,
NACA 0010.dat,2.0,5.0,1,1,,22,196.2,0.2087375219720894,0.006346059921237776,68.63057223411818,,
NACA 0010.dat,4.0,5.0,1,1,,6,73.9,0.4191485146913337,0.00704271175052481,68.49194374457659,,
NACA 0010.dat,6.0,5.0,1,1,,12,119.5,0.6403178836387374,0.008107206322823794,67.35822039854956,,
NACA 0010.dat,8.0,5.0,1,1,,7,81.7,0.8844283884155357,0.00995360434084447,68.083375705813,,
NACA 0010.dat,-4.0,9.0,1,1,,34,280.4,-0.4158613807800206,0.006542504659025054,74.65886821875004,,
NACA 0010.dat,-2.0,9.0,1,1,,10,104.1,-0.20351507158535398,0.005038675682504037,68.3104068056273,,
NACA 0010.dat,0.0,9.0,1,1,,5,75.4,4.9028330424390545e-09,0.004711425893545727,68.14503291111053,,
NACA 0010.dat,2.0,9.0,1,1,,10,113.3,0.2035150825180803,0.005038675805500464,68.0418303547499,,
NACA 0010.dat,4.0,9.0,1,1,,34,303.7,0.4158613964230336,0.006542505082214772,74.19706740372371,,
NACA 0010.dat,6.0,9.0,1,1,,41,308.8,0.6700221388911197,0.008128747356402377,67.3732950557232,,
NACA 0010.dat,8.0,9.0,1,1,,44,368.4,0.9148618732192636,0.009976823582613915,68.06252023601242,,
NACA 2415.dat,-4.0,5.0,1,1,,6,79.1,-0.20733806014236675,0.007662135244508071,69.17906768000493,,
NACA 2415.dat,-2.0,5.0,1,1,,8,93.6,0.0050934569851089516,0.007219568777264558,69.10724978160718,,
NACA 2415.dat,0.0,5.0,1,1,,5,65.5,0.21893689992946472,0.006966140727026029,69.33351774291368,,
NACA 2415.dat,2.0,5.0,1,1,,6,89.4,0.4308652447769969,0.006888612446444137,69.81716906698834,,
NACA 2415.dat,4.0,5.0,1,1,,30,274.7,0.6356809998189162,0.007422857877542762,70.71197464513807,,
NACA 2415.dat,6.0,5.0,1,1,,41,343.2,0.8283523782411595,0.008517867014382046,72.00753503166654,,
NACA 2415.dat,8.0,5.0,0,0,nan_lock,100,108.3,,,,1,1
NACA 2415.dat,-4.0,9.0,0,0,no_convergence,100,459.2,,,,1,1
NACA 2415.dat,-2.0,9.0,1,1,,10,99.4,0.010353243866918818,0.006379807206566406,68.68037606691814,,
NACA 2415.dat,0.0,9.0,1,1,,9,99.9,0.22011473183061298,0.006064251467001625,68.92194671561334,,
NACA 2415.dat,2.0,9.0,1,1,,7,76.7,0.4287934165342001,0.0058518303610218085,69.35283713485293,,
NACA 2415.dat,4.0,9.0,1,1,,12,116.4,0.6319984316758288,0.006139416794913172,70.08206871723688,,
NACA 2415.dat,6.0,9.0,1,1,,14,131.1,0.8670322803335503,0.007813751817859892,70.71581892556726,,
NACA 2415.dat,8.0,9.0,1,1,,54,410.1,1.1096156467088103,0.01033545739758447,72.49375549809778,,
NACA 63012A AIRFOIL.dat,-4.0,5.0,1,1,,38,367.3,-0.4227852823514622,0.007993123952858307,69.61930364555013,,
NACA 63012A AIRFOIL.dat,-2.0,5.0,1,1,,28,245.6,-0.21582374416987385,0.005860332168172306,68.62092047692497,,
NACA 63012A AIRFOIL.dat,0.0,5.0,1,1,,5,66.6,8.952405077455525e-09,0.005026763570798349,68.1408235201738,,
NACA 63012A AIRFOIL.dat,2.0,5.0,1,1,,28,244.8,0.2158231112492601,0.00586041689300583,68.34133706029522,,
NACA 63012A AIRFOIL.dat,4.0,5.0,1,1,,38,328.7,0.4227853017085654,0.007993124425713921,68.95855363388863,,
NACA 63012A AIRFOIL.dat,6.0,5.0,1,1,,7,78.2,0.6377930609266101,0.009128906086183497,69.46940540109694,,
NACA 63012A AIRFOIL.dat,8.0,5.0,1,1,,43,326.0,0.8428141610391621,0.01049034255881108,70.13789390287218,,
NACA 63012A AIRFOIL.dat,-4.0,9.0,0,0,transition_front_oscillation,100,451.2,,,,0,0
NACA 63012A AIRFOIL.dat,-2.0,9.0,1,1,,8,79.3,-0.22048383878537303,0.004868409413744148,68.16918753810164,,
NACA 63012A AIRFOIL.dat,0.0,9.0,1,1,,8,82.3,9.078459315683615e-09,0.00453762864466173,67.86506021179322,,
NACA 63012A AIRFOIL.dat,2.0,9.0,1,1,,8,93.7,0.22048385681070712,0.004868409591887509,67.91385614343555,,
NACA 63012A AIRFOIL.dat,4.0,9.0,0,0,transition_front_oscillation,100,490.0,,,,0,0
NACA 63012A AIRFOIL.dat,6.0,9.0,1,1,,16,134.3,0.6285787465304107,0.008804466225952117,69.15906478622232,,
NACA 63012A AIRFOIL.dat,8.0,9.0,1,1,,12,107.7,0.8691999324176549,0.01089971049328682,69.5078024962942,,
NACA 65-210.dat,-4.0,5.0,1,1,,25,228.2,-0.2751899896362629,0.007419964926437996,69.10439123845467,,
NACA 65-210.dat,-2.0,5.0,1,1,,39,301.1,-0.050321789899734605,0.006621960179362226,68.82904319002452,,
NACA 65-210.dat,0.0,5.0,1,1,,19,166.2,0.16934139224046918,0.004340400888911758,68.08795552143496,,
NACA 65-210.dat,2.0,5.0,1,1,,35,274.4,0.3813296469703711,0.006678869885038504,68.97297936111113,,
NACA 65-210.dat,4.0,5.0,1,1,,45,363.8,0.5993258381565022,0.008320953531538527,69.57363091410501,,
NACA 65-210.dat,6.0,5.0,1,1,,14,132.3,0.8163232821921338,0.009742518935629262,70.26773145689273,,
NACA 65-210.dat,8.0,5.0,1,1,,48,374.0,1.0254241765990184,0.011696366624916504,71.28078079720781,,
NACA 65-210.dat,-4.0,9.0,1,1,,15,137.7,-0.2720630510530068,0.007390356375494172,69.08453852808,,
NACA 65-210.dat,-2.0,9.0,1,1,,42,326.4,-0.0492490896606887,0.006023345285971109,68.68050352526248,,
NACA 65-210.dat,0.0,9.0,1,1,,18,163.4,0.17036779410604636,0.0040518234895729425,67.97162191215584,,
NACA 65-210.dat,2.0,9.0,1,1,,44,353.5,0.3934999587226333,0.004644048981117902,68.1709902905872,,
NACA 65-210.dat,4.0,9.0,1,1,,12,117.5,0.5980129113239231,0.008175396324268584,69.54706710486657,,
NACA 65-210.dat,6.0,9.0,1,1,,15,133.9,0.8117624927776763,0.009980878495130189,70.34652077763931,,
NACA 65-210.dat,8.0,9.0,0,0,no_convergence,100,446.2,,,,1,1
NACA 8-H-12 AIRFOIL.dat,-4.0,5.0,1,1,,13,142.9,-0.345288500676395,0.00867494379112523,70.11631898133346,,
NACA 8-H-12 AIRFOIL.dat,-2.0,5.0,1,1,,8,92.7,-0.11845710060645519,0.00786025069331891,69.79751801909228,,
NACA 8-H-12 AIRFOIL.dat,0.0,5.0,1,1,,33,262.5,0.10971368209333145,0.00738784396966203,69.46270573185214,,
NACA 8-H-12 AIRFOIL.dat,2.0,5.0,1,1,,12,107.8,0.3228104687600286,0.00551137066433396,68.17244842916236,,
NACA 8-H-12 AIRFOIL.dat,4.0,5.0,1,1,,45,334.6,0.5757154945537284,0.00544269474437277,65.94463374473457,,
NACA 8-H-12 AIRFOIL.dat,6.0,5.0,1,1,,11,101.0,0.8235275734657156,0.006987369686589436,66.3697064861047,,
NACA 8-H-12 AIRFOIL.dat,8.0,5.0,1,1,,6,67.1,1.054034502040768,0.010944933910901088,69.10302227365149,,
NACA 8-H-12 AIRFOIL.dat,-4.0,9.0,1,1,,21,171.1,-0.3441361134579505,0.008794537202472941,70.10471040079102,,
NACA 8-H-12 AIRFOIL.dat,-2.0,9.0,0,0,transition_front_oscillation,100,481.0,,,,1,1
NACA 8-H-12 AIRFOIL.dat,0.0,9.0,1,1,,42,312.7,0.10881743085369847,0.006959925358394307,69.36815724669509,,
NACA 8-H-12 AIRFOIL.dat,2.0,9.0,1,1,,29,219.1,0.32291922262135236,0.004734436697691089,65.77111028302151,,
