ncrithyst,aero_conv_pct,mean_abs_dCL,mean_abs_dCD,mean_signed_dCD,pct_CL_changed
0.0,78.04563492063492,0.0,0.0,0.0,0.0
0.1,78.45238095238095,0.00018623866190049272,1.2048269176257842e-05,5.1832718532256795e-06,6.981757877280266
0.2,78.3829365079365,0.0004002017736678908,3.5978101617566575e-05,2.769019549767475e-06,16.733001658374793
0.4,78.01587301587301,0.0012997258541820927,8.821616950755214e-05,2.645389381648762e-05,37.08126036484246
0.8,84.27579365079364,0.004516117193527007,0.0002764680241358414,0.00018211162059959888,59.07131011608624
1.2,87.09325396825398,0.006130304986556726,0.0003861945021717245,0.00028545797218467275,63.847429519071305
1.6,88.4126984126984,0.0066117139114408386,0.0004155659607676279,0.00031503734513571455,64.742951907131
2.0,89.13690476190477,0.006793705412656832,0.00042461125047110846,0.0003237249742564508,64.99170812603649
3.0,90.46626984126985,0.00699251924265421,0.0004306107678543401,0.0003286428933584007,65.05804311774462
