foil_idx,foil,Re,alpha,nCrit,ncrithyst,converged,failure_mode,newton_iterations,CL,CD,error
1,NACA 63-210 AIRFOIL,200000.0,2.0,6.0,0.2,1,,12,0.372183571553951,0.0095328684377868,
1,NACA 63-210 AIRFOIL,200000.0,2.0,6.0,0.4,1,,13,0.3721836372046213,0.0095328676438853,
1,NACA 63-210 AIRFOIL,200000.0,2.0,6.0,0.8,1,,19,0.3721825445306504,0.0095328501817673,
1,NACA 63-210 AIRFOIL,200000.0,2.0,9.0,0.0,1,,23,0.3564574840028438,0.0099936798694628,
1,NACA 63-210 AIRFOIL,200000.0,2.0,9.0,0.1,1,,25,0.3564574403494858,0.009993680465814,
1,NACA 63-210 AIRFOIL,200000.0,2.0,9.0,0.2,1,,26,0.3564574442253665,0.0099936805757496,
1,NACA 63-210 AIRFOIL,200000.0,2.0,9.0,0.4,1,,28,0.3564574401660864,0.009993680468978,
1,NACA 63-210 AIRFOIL,200000.0,2.0,9.0,0.8,1,,47,0.3564574391092733,0.0099936804443464,
1,NACA 63-210 AIRFOIL,200000.0,2.0,12.0,0.0,1,,21,0.4199147076171438,0.0109089088183023,
1,NACA 63-210 AIRFOIL,200000.0,2.0,12.0,0.1,1,,26,0.4189487630294176,0.0109212684698786,
1,NACA 63-210 AIRFOIL,200000.0,2.0,12.0,0.2,1,,35,0.4189489232202834,0.0109212782475743,
1,NACA 63-210 AIRFOIL,200000.0,2.0,12.0,0.4,1,,45,0.4199156443544914,0.0109089038126548,
1,NACA 63-210 AIRFOIL,200000.0,2.0,12.0,0.8,0,transition_front_oscillation,100,,,
1,NACA 63-210 AIRFOIL,200000.0,4.0,6.0,0.0,1,,30,0.5875325918610302,0.0102115915410876,
1,NACA 63-210 AIRFOIL,200000.0,4.0,6.0,0.1,1,,27,0.5875329461085297,0.0102115771396371,
1,NACA 63-210 AIRFOIL,200000.0,4.0,6.0,0.2,1,,27,0.5875329461085297,0.0102115771396371,
1,NACA 63-210 AIRFOIL,200000.0,4.0,6.0,0.4,1,,27,0.5875329461085297,0.0102115771396371,
1,NACA 63-210 AIRFOIL,200000.0,4.0,6.0,0.8,1,,33,0.5874900402847939,0.0102154986175696,
1,NACA 63-210 AIRFOIL,200000.0,4.0,9.0,0.0,1,,30,0.5973234392641541,0.009783048083199,
1,NACA 63-210 AIRFOIL,200000.0,4.0,9.0,0.1,0,no_convergence,100,,,
1,NACA 63-210 AIRFOIL,200000.0,4.0,9.0,0.2,1,,39,0.5973233732515953,0.0097830493254127,
1,NACA 63-210 AIRFOIL,200000.0,4.0,9.0,0.4,0,no_convergence,100,,,
1,NACA 63-210 AIRFOIL,200000.0,4.0,9.0,0.8,0,transition_front_oscillation,100,,,
1,NACA 63-210 AIRFOIL,200000.0,4.0,12.0,0.0,0,no_convergence,100,,,
1,NACA 63-210 AIRFOIL,200000.0,4.0,12.0,0.1,1,,57,0.6043254244737455,0.0100447906478884,
1,NACA 63-210 AIRFOIL,200000.0,4.0,12.0,0.2,0,no_convergence,100,,,
1,NACA 63-210 AIRFOIL,200000.0,4.0,12.0,0.4,0,no_convergence,100,,,
1,NACA 63-210 AIRFOIL,200000.0,4.0,12.0,0.8,0,transition_front_oscillation,100,,,
1,NACA 63-210 AIRFOIL,200000.0,6.0,6.0,0.0,1,,10,0.7691787483193904,0.0179143312989729,
1,NACA 63-210 AIRFOIL,200000.0,6.0,6.0,0.1,1,,10,0.7691787483193904,0.0179143312989729,
1,NACA 63-210 AIRFOIL,200000.0,6.0,6.0,0.2,1,,10,0.7691787483193904,0.0179143312989729,
1,NACA 63-210 AIRFOIL,200000.0,6.0,6.0,0.4,1,,10,0.7691786679463094,0.0179143464553135,
1,NACA 63-210 AIRFOIL,200000.0,6.0,6.0,0.8,1,,10,0.7691786679463094,0.0179143464553135,
1,NACA 63-210 AIRFOIL,200000.0,6.0,9.0,0.0,1,,8,0.7666502808320284,0.0188006992460865,
1,NACA 63-210 AIRFOIL,200000.0,6.0,9.0,0.1,1,,8,0.7666502808320284,0.0188006992460865,
1,NACA 63-210 AIRFOIL,200000.0,6.0,9.0,0.2,1,,12,0.7666502668214391,0.0188007008482593,
1,NACA 63-210 AIRFOIL,200000.0,6.0,9.0,0.4,1,,9,0.7666502814738043,0.0188006991727321,
1,NACA 63-210 AIRFOIL,200000.0,6.0,9.0,0.8,1,,9,0.7666502814738043,0.0188006991727321,
1,NACA 63-210 AIRFOIL,200000.0,6.0,12.0,0.0,1,,11,0.7674178585953071,0.0195918252370334,
1,NACA 63-210 AIRFOIL,200000.0,6.0,12.0,0.1,1,,11,0.7674178752631955,0.0195918301466085,
1,NACA 63-210 AIRFOIL,200000.0,6.0,12.0,0.2,1,,11,0.7674178752631955,0.0195918301466085,
1,NACA 63-210 AIRFOIL,200000.0,6.0,12.0,0.4,1,,9,0.7654474943355677,0.0208440631407748,
1,NACA 63-210 AIRFOIL,200000.0,6.0,12.0,0.8,1,,9,0.7654474943355677,0.0208440631407748,
1,NACA 63-210 AIRFOIL,200000.0,8.0,6.0,0.0,1,,10,0.9562865584059864,0.0267876038964672,
1,NACA 63-210 AIRFOIL,200000.0,8.0,6.0,0.1,1,,10,0.9562865584059864,0.0267876038964672,
1,NACA 63-210 AIRFOIL,200000.0,8.0,6.0,0.2,1,,10,0.9562865584059864,0.0267876038964672,
1,NACA 63-210 AIRFOIL,200000.0,8.0,6.0,0.4,1,,10,0.9562865584059864,0.0267876038964672,
1,NACA 63-210 AIRFOIL,200000.0,8.0,6.0,0.8,1,,11,0.956286558061738,0.0267876034436964,
1,NACA 63-210 AIRFOIL,200000.0,8.0,9.0,0.0,1,,10,0.960212586385594,0.02976887602853,
1,NACA 63-210 AIRFOIL,200000.0,8.0,9.0,0.1,1,,10,0.960212586385594,0.02976887602853,
1,NACA 63-210 AIRFOIL,200000.0,8.0,9.0,0.2,1,,10,0.960212586385594,0.02976887602853,
1,NACA 63-210 AIRFOIL,200000.0,8.0,9.0,0.4,1,,10,0.960212586385594,0.02976887602853,
1,NACA 63-210 AIRFOIL,200000.0,8.0,9.0,0.8,1,,10,0.960212586385594,0.02976887602853,
1,NACA 63-210 AIRFOIL,200000.0,8.0,12.0,0.0,0,nan_lock,100,,,
1,NACA 63-210 AIRFOIL,200000.0,8.0,12.0,0.1,0,nan_lock,100,,,
1,NACA 63-210 AIRFOIL,200000.0,8.0,12.0,0.2,0,nan_lock,100,,,
1,NACA 63-210 AIRFOIL,200000.0,8.0,12.0,0.4,0,nan_lock,100,,,
1,NACA 63-210 AIRFOIL,200000.0,8.0,12.0,0.8,0,nan_lock,100,,,
1,NACA 63-210 AIRFOIL,200000.0,10.0,6.0,0.0,1,,10,1.0931778249641633,0.042413073734365,
1,NACA 63-210 AIRFOIL,200000.0,10.0,6.0,0.1,1,,10,1.0931778249641633,0.042413073734365,
1,NACA 63-210 AIRFOIL,200000.0,10.0,6.0,0.2,1,,10,1.0931778249641633,0.042413073734365,
1,NACA 63-210 AIRFOIL,200000.0,10.0,6.0,0.4,1,,10,1.0931778249641633,0.042413073734365,
1,NACA 63-210 AIRFOIL,200000.0,10.0,6.0,0.8,1,,10,1.0931778249641633,0.042413073734365,
1,NACA 63-210 AIRFOIL,200000.0,10.0,9.0,0.0,1,,15,1.0701334143105954,0.0499792082898456,
1,NACA 63-210 AIRFOIL,200000.0,10.0,9.0,0.1,1,,15,1.0701334143105954,0.0499792082898456,
1,NACA 63-210 AIRFOIL,200000.0,10.0,9.0,0.2,1,,15,1.0701334143105954,0.0499792082898456,
1,NACA 63-210 AIRFOIL,200000.0,10.0,9.0,0.4,1,,15,1.0701334143105954,0.0499792082898456,
1,NACA 63-210 AIRFOIL,200000.0,10.0,9.0,0.8,1,,15,1.0701334143105954,0.0499792082898456,
1,NACA 63-210 AIRFOIL,200000.0,10.0,12.0,0.0,1,,14,1.0361462365430298,0.0577843892800526,
1,NACA 63-210 AIRFOIL,200000.0,10.0,12.0,0.1,1,,14,1.0361462365430298,0.0577843892800526,
1,NACA 63-210 AIRFOIL,200000.0,10.0,12.0,0.2,1,,14,1.0361462365430298,0.0577843892800526,
1,NACA 63-210 AIRFOIL,200000.0,10.0,12.0,0.4,1,,14,1.0361462365430298,0.0577843892800526,
1,NACA 63-210 AIRFOIL,200000.0,10.0,12.0,0.8,1,,14,1.0361462365430298,0.0577843892800526,
1,NACA 63-210 AIRFOIL,200000.0,12.0,6.0,0.0,1,,12,0.9807964765075796,0.0769765983404686,
1,NACA 63-210 AIRFOIL,200000.0,12.0,6.0,0.1,1,,12,0.9807964765075796,0.0769765983404686,
1,NACA 63-210 AIRFOIL,200000.0,12.0,6.0,0.2,1,,12,0.9807964765075796,0.0769765983404686,
1,NACA 63-210 AIRFOIL,200000.0,12.0,6.0,0.4,1,,12,0.9807964765075796,0.0769765983404686,
1,NACA 63-210 AIRFOIL,200000.0,12.0,6.0,0.8,1,,12,0.9807964765075796,0.0769765983404686,
1,NACA 63-210 AIRFOIL,200000.0,12.0,9.0,0.0,1,,16,0.9322084494383488,0.0875265878566296,
1,NACA 63-210 AIRFOIL,200000.0,12.0,9.0,0.1,1,,18,0.932208420405484,0.0875265917507538,
1,NACA 63-210 AIRFOIL,200000.0,12.0,9.0,0.2,1,,14,0.9322084458104518,0.0875265883432259,
1,NACA 63-210 AIRFOIL,200000.0,12.0,9.0,0.4,1,,14,0.9322084458104518,0.0875265883432259,
1,NACA 63-210 AIRFOIL,200000.0,12.0,9.0,0.8,1,,14,0.9322084458104518,0.0875265883432259,
1,NACA 63-210 AIRFOIL,200000.0,12.0,12.0,0.0,1,,16,0.8721735043913563,0.1030093091747003,
1,NACA 63-210 AIRFOIL,200000.0,12.0,12.0,0.1,1,,16,0.8721735043913563,0.1030093091747003,
1,NACA 63-210 AIRFOIL,200000.0,12.0,12.0,0.2,1,,16,0.8721735043913563,0.1030093091747003,
1,NACA 63-210 AIRFOIL,200000.0,12.0,12.0,0.4,1,,16,0.8721735043913563,0.1030093091747003,
1,NACA 63-210 AIRFOIL,200000.0,12.0,12.0,0.8,1,,16,0.8721735043913563,0.1030093091747003,
1,NACA 63-210 AIRFOIL,500000.0,0.0,6.0,0.0,1,,18,0.1694200621547548,0.0064907085971418,
1,NACA 63-210 AIRFOIL,500000.0,0.0,6.0,0.1,1,,10,0.1694200611220195,0.0064907087928365,
1,NACA 63-210 AIRFOIL,500000.0,0.0,6.0,0.2,1,,10,0.1697435089566199,0.0065189661730852,
1,NACA 63-210 AIRFOIL,500000.0,0.0,6.0,0.4,1,,19,0.1694200606195505,0.0064907089551929,
1,NACA 63-210 AIRFOIL,500000.0,0.0,6.0,0.8,1,,17,0.1694199856501309,0.0064907085793365,
1,NACA 63-210 AIRFOIL,500000.0,0.0,9.0,0.0,1,,16,0.1705902276909092,0.0064667197426842,
1,NACA 63-210 AIRFOIL,500000.0,0.0,9.0,0.1,1,,16,0.1705902276909092,0.0064667197426842,
1,NACA 63-210 AIRFOIL,500000.0,0.0,9.0,0.2,1,,12,0.1710149099879624,0.0064939610544351,
1,NACA 63-210 AIRFOIL,500000.0,0.0,9.0,0.4,1,,14,0.1710166543005009,0.0064941033190392,
1,NACA 63-210 AIRFOIL,500000.0,0.0,9.0,0.8,1,,16,0.1695242781073398,0.0067717221186061,
1,NACA 63-210 AIRFOIL,500000.0,0.0,12.0,0.0,1,,9,0.1716007883467444,0.0067270755049836,
1,NACA 63-210 AIRFOIL,500000.0,0.0,12.0,0.1,1,,9,0.1716007883467444,0.0067270755049836,
1,NACA 63-210 AIRFOIL,500000.0,0.0,12.0,0.2,1,,11,0.1716007111465324,0.0067270704947475,
1,NACA 63-210 AIRFOIL,500000.0,0.0,12.0,0.4,1,,14,0.1716007321594391,0.0067270694539852,
1,NACA 63-210 AIRFOIL,500000.0,0.0,12.0,0.8,1,,16,0.1735015843631772,0.007149840448728,
1,NACA 63-210 AIRFOIL,500000.0,2.0,6.0,0.0,1,,31,0.3930357919873333,0.0067349454502632,
1,NACA 63-210 AIRFOIL,500000.0,2.0,6.0,0.1,1,,24,0.3928833808439087,0.0067507923088391,
1,NACA 63-210 AIRFOIL,500000.0,2.0,6.0,0.2,1,,17,0.3930357443907582,0.0067349451440726,
1,NACA 63-210 AIRFOIL,500000.0,2.0,6.0,0.4,0,transition_front_oscillation,100,,,
1,NACA 63-210 AIRFOIL,500000.0,2.0,6.0,0.8,1,,18,0.3930357941082875,0.0067349454969522,
1,NACA 63-210 AIRFOIL,500000.0,2.0,9.0,0.0,0,diverged,100,,,
1,NACA 63-210 AIRFOIL,500000.0,2.0,9.0,0.1,1,,30,0.391001135800367,0.0066406340457535,
1,NACA 63-210 AIRFOIL,500000.0,2.0,9.0,0.2,1,,31,0.391001135741155,0.006640634041146,
1,NACA 63-210 AIRFOIL,500000.0,2.0,9.0,0.4,1,,25,0.3908863361728483,0.0066369086793754,
1,NACA 63-210 AIRFOIL,500000.0,2.0,9.0,0.8,1,,36,0.3910829024626033,0.0066301163439161,
1,NACA 63-210 AIRFOIL,500000.0,2.0,12.0,0.0,1,,23,0.3861453079856846,0.0067985363166371,
1,NACA 63-210 AIRFOIL,500000.0,2.0,12.0,0.1,1,,23,0.3861453079121628,0.0067985363330416,
1,NACA 63-210 AIRFOIL,500000.0,2.0,12.0,0.2,1,,26,0.3861452844487608,0.0067985347681308,
1,NACA 63-210 AIRFOIL,500000.0,2.0,12.0,0.4,1,,35,0.3861452897190043,0.0067985341472053,
1,NACA 63-210 AIRFOIL,500000.0,2.0,12.0,0.8,1,,44,0.3911096654029175,0.0072275894138522,
1,NACA 63-210 AIRFOIL,500000.0,4.0,6.0,0.0,1,,25,0.5915755848393486,0.0103703511086459,
1,NACA 63-210 AIRFOIL,500000.0,4.0,6.0,0.1,1,,24,0.5915763122593889,0.0103703533761688,
1,NACA 63-210 AIRFOIL,500000.0,4.0,6.0,0.2,1,,29,0.5915755344945195,0.0103703475679693,
1,NACA 63-210 AIRFOIL,500000.0,4.0,6.0,0.4,1,,27,0.5915755843087587,0.0103703512123929,
1,NACA 63-210 AIRFOIL,500000.0,4.0,6.0,0.8,1,,29,0.5890963401576405,0.0108730132052222,
1,NACA 63-210 AIRFOIL,500000.0,4.0,9.0,0.0,1,,44,0.5837220208050085,0.0085077619861822,
1,NACA 63-210 AIRFOIL,500000.0,4.0,9.0,0.1,1,,55,0.5837221757563273,0.0085077451071725,
1,NACA 63-210 AIRFOIL,500000.0,4.0,9.0,0.2,0,no_convergence,100,,,
1,NACA 63-210 AIRFOIL,500000.0,4.0,9.0,0.4,0,no_convergence,100,,,
1,NACA 63-210 AIRFOIL,500000.0,4.0,9.0,0.8,0,no_convergence,100,,,
1,NACA 63-210 AIRFOIL,500000.0,4.0,12.0,0.0,0,no_convergence,100,,,
1,NACA 63-210 AIRFOIL,500000.0,4.0,12.0,0.1,0,no_convergence,100,,,
1,NACA 63-210 AIRFOIL,500000.0,4.0,12.0,0.2,0,no_convergence,100,,,
1,NACA 63-210 AIRFOIL,500000.0,4.0,12.0,0.4,0,no_convergence,100,,,
1,NACA 63-210 AIRFOIL,500000.0,4.0,12.0,0.8,0,no_convergence,100,,,
1,NACA 63-210 AIRFOIL,500000.0,6.0,6.0,0.0,1,,8,0.7960071825408424,0.0133903182222554,
1,NACA 63-210 AIRFOIL,500000.0,6.0,6.0,0.1,1,,8,0.7960071825408424,0.0133903182222554,
1,NACA 63-210 AIRFOIL,500000.0,6.0,6.0,0.2,1,,8,0.7960071825408424,0.0133903182222554,
1,NACA 63-210 AIRFOIL,500000.0,6.0,6.0,0.4,1,,12,0.7960071879063952,0.0133903183568344,
1,NACA 63-210 AIRFOIL,500000.0,6.0,6.0,0.8,1,,10,0.7960072555568001,0.0133903152616395,
1,NACA 63-210 AIRFOIL,500000.0,6.0,9.0,0.0,1,,32,0.7901643458153779,0.0145407336173092,
1,NACA 63-210 AIRFOIL,500000.0,6.0,9.0,0.1,1,,33,0.790164301628227,0.0145407420630097,
1,NACA 63-210 AIRFOIL,500000.0,6.0,9.0,0.2,1,,33,0.790164296180398,0.0145407431184413,
1,NACA 63-210 AIRFOIL,500000.0,6.0,9.0,0.4,1,,47,0.7901643027714588,0.014540741855307,
1,NACA 63-210 AIRFOIL,500000.0,6.0,9.0,0.8,1,,25,0.7901642575728768,0.0145407506814408,
1,NACA 63-210 AIRFOIL,500000.0,6.0,12.0,0.0,1,,23,0.7885235662840115,0.0150441289337948,
1,NACA 63-210 AIRFOIL,500000.0,6.0,12.0,0.1,1,,20,0.7885235345765602,0.0150441366575927,
1,NACA 63-210 AIRFOIL,500000.0,6.0,12.0,0.2,1,,53,0.7885235500953587,0.0150441328776036,
1,NACA 63-210 AIRFOIL,500000.0,6.0,12.0,0.4,0,no_convergence,100,,,
1,NACA 63-210 AIRFOIL,500000.0,6.0,12.0,0.8,1,,25,0.7885235871700291,0.0150441238448207,
1,NACA 63-210 AIRFOIL,500000.0,8.0,6.0,0.0,1,,11,0.9903224316770072,0.0187903993834756,
1,NACA 63-210 AIRFOIL,500000.0,8.0,6.0,0.1,1,,11,0.9903224316770072,0.0187903993834756,
1,NACA 63-210 AIRFOIL,500000.0,8.0,6.0,0.2,1,,11,0.9903224316770072,0.0187903993834756,
1,NACA 63-210 AIRFOIL,500000.0,8.0,6.0,0.4,1,,11,0.9903224316770072,0.0187903993834756,
1,NACA 63-210 AIRFOIL,500000.0,8.0,6.0,0.8,1,,11,0.9903224075297328,0.0187904023481781,
1,NACA 63-210 AIRFOIL,500000.0,8.0,9.0,0.0,1,,9,0.9841825506506212,0.0213238327450008,
1,NACA 63-210 AIRFOIL,500000.0,8.0,9.0,0.1,1,,9,0.9841825506506212,0.0213238327450008,
1,NACA 63-210 AIRFOIL,500000.0,8.0,9.0,0.2,1,,9,0.9841825506506212,0.0213238327450008,
1,NACA 63-210 AIRFOIL,500000.0,8.0,9.0,0.4,1,,9,0.9841825506506212,0.0213238327450008,
1,NACA 63-210 AIRFOIL,500000.0,8.0,9.0,0.8,1,,9,0.9841825506506212,0.0213238327450008,
1,NACA 63-210 AIRFOIL,500000.0,8.0,12.0,0.0,1,,24,0.9809289398896291,0.0251976391550681,
1,NACA 63-210 AIRFOIL,500000.0,8.0,12.0,0.1,1,,24,0.9809289398896291,0.0251976391550681,
1,NACA 63-210 AIRFOIL,500000.0,8.0,12.0,0.2,1,,24,0.9809289398896291,0.0251976391550681,
1,NACA 63-210 AIRFOIL,500000.0,8.0,12.0,0.4,1,,24,0.9809289398440216,0.0251976392626965,
1,NACA 63-210 AIRFOIL,500000.0,8.0,12.0,0.8,1,,24,0.9809289398440216,0.0251976392626965,
1,NACA 63-210 AIRFOIL,500000.0,10.0,6.0,0.0,1,,8,1.16341600554211,0.0260551587330656,
1,NACA 63-210 AIRFOIL,500000.0,10.0,6.0,0.1,1,,8,1.16341600554211,0.0260551587330656,
1,NACA 63-210 AIRFOIL,500000.0,10.0,6.0,0.2,1,,8,1.16341600554211,0.0260551587330656,
1,NACA 63-210 AIRFOIL,500000.0,10.0,6.0,0.4,1,,8,1.16341600554211,0.0260551587330656,
1,NACA 63-210 AIRFOIL,500000.0,10.0,6.0,0.8,1,,8,1.16341600554211,0.0260551587330656,
1,NACA 63-210 AIRFOIL,500000.0,10.0,9.0,0.0,1,,11,1.1490156245844094,0.0316857784168415,
1,NACA 63-210 AIRFOIL,500000.0,10.0,9.0,0.1,1,,11,1.1490156245844094,0.0316857784168415,
1,NACA 63-210 AIRFOIL,500000.0,10.0,9.0,0.2,1,,11,1.1490156245844094,0.0316857784168415,
1,NACA 63-210 AIRFOIL,500000.0,10.0,9.0,0.4,1,,11,1.1490156245844094,0.0316857784168415,
1,NACA 63-210 AIRFOIL,500000.0,10.0,9.0,0.8,1,,11,1.1490156245844094,0.0316857784168415,
1,NACA 63-210 AIRFOIL,500000.0,10.0,12.0,0.0,1,,16,1.117852454375962,0.040279477737354,
1,NACA 63-210 AIRFOIL,500000.0,10.0,12.0,0.1,1,,16,1.117852454375962,0.040279477737354,
1,NACA 63-210 AIRFOIL,500000.0,10.0,12.0,0.2,1,,16,1.117852454375962,0.040279477737354,
1,NACA 63-210 AIRFOIL,500000.0,10.0,12.0,0.4,1,,16,1.117852454375962,0.040279477737354,
1,NACA 63-210 AIRFOIL,500000.0,10.0,12.0,0.8,1,,16,1.117852454375962,0.040279477737354,
1,NACA 63-210 AIRFOIL,500000.0,12.0,6.0,0.0,1,,10,1.2516813358425756,0.0380998055380607,
1,NACA 63-210 AIRFOIL,500000.0,12.0,6.0,0.1,1,,10,1.2516813372599074,0.0380998053421924,
1,NACA 63-210 AIRFOIL,500000.0,12.0,6.0,0.2,1,,10,1.2516813466348538,0.0380998040466721,
1,NACA 63-210 AIRFOIL,500000.0,12.0,6.0,0.4,1,,12,1.2516814493162094,0.0380997898584698,
1,NACA 63-210 AIRFOIL,500000.0,12.0,6.0,0.8,1,,9,1.283817089944863,0.0341525700304752,
1,NACA 63-210 AIRFOIL,500000.0,12.0,9.0,0.0,1,,12,1.1056758087851897,0.0578329614317853,
1,NACA 63-210 AIRFOIL,500000.0,12.0,9.0,0.1,1,,12,1.1056758087851897,0.0578329614317853,
1,NACA 63-210 AIRFOIL,500000.0,12.0,9.0,0.2,1,,12,1.1056758087851897,0.0578329614317853,
1,NACA 63-210 AIRFOIL,500000.0,12.0,9.0,0.4,1,,12,1.1056758087851897,0.0578329614317853,
1,NACA 63-210 AIRFOIL,500000.0,12.0,9.0,0.8,1,,12,1.1056758087851897,0.0578329614317853,
1,NACA 63-210 AIRFOIL,500000.0,12.0,12.0,0.0,1,,19,1.042226973662365,0.0677203479337021,
1,NACA 63-210 AIRFOIL,500000.0,12.0,12.0,0.1,1,,19,1.042226973662365,0.0677203479337021,
1,NACA 63-210 AIRFOIL,500000.0,12.0,12.0,0.2,1,,16,1.0920277585441138,0.0625289204130861,
1,NACA 63-210 AIRFOIL,500000.0,12.0,12.0,0.4,1,,16,1.0920277585441138,0.0625289204130861,
1,NACA 63-210 AIRFOIL,500000.0,12.0,12.0,0.8,1,,17,1.0920277442148547,0.0625289164176246,
1,NACA 63-210 AIRFOIL,1000000.0,0.0,6.0,0.0,1,,18,0.1713954156520455,0.005398406199379,
1,NACA 63-210 AIRFOIL,1000000.0,0.0,6.0,0.1,1,,11,0.17139512188668,0.00539841091323,
1,NACA 63-210 AIRFOIL,1000000.0,0.0,6.0,0.2,1,,11,0.17139512188668,0.00539841091323,
1,NACA 63-210 AIRFOIL,1000000.0,0.0,6.0,0.4,0,transition_front_oscillation,100,,,
1,NACA 63-210 AIRFOIL,1000000.0,0.0,6.0,0.8,1,,22,0.1687825563527609,0.0057608000411938,
1,NACA 63-210 AIRFOIL,1000000.0,0.0,9.0,0.0,1,,10,0.1723705838175125,0.0051218672789163,
1,NACA 63-210 AIRFOIL,1000000.0,0.0,9.0,0.1,1,,10,0.1723705838175125,0.0051218672789163,
1,NACA 63-210 AIRFOIL,1000000.0,0.0,9.0,0.2,1,,10,0.1720273731029326,0.0051571760162991,
1,NACA 63-210 AIRFOIL,1000000.0,0.0,9.0,0.4,0,transition_front_oscillation,100,,,
1,NACA 63-210 AIRFOIL,1000000.0,0.0,9.0,0.8,1,,13,0.1718198242785802,0.0057960629452866,
1,NACA 63-210 AIRFOIL,1000000.0,0.0,12.0,0.0,1,,11,0.1731773312164653,0.0050640715037277,
1,NACA 63-210 AIRFOIL,1000000.0,0.0,12.0,0.1,1,,12,0.1732792011942014,0.005076365632411,
1,NACA 63-210 AIRFOIL,1000000.0,0.0,12.0,0.2,1,,13,0.1732792097380602,0.0050763660752959,
1,NACA 63-210 AIRFOIL,1000000.0,0.0,12.0,0.4,1,,13,0.1725503744739605,0.0051888608231141,
1,NACA 63-210 AIRFOIL,1000000.0,0.0,12.0,0.8,1,,13,0.1728935491013238,0.0055697357761742,
1,NACA 63-210 AIRFOIL,1000000.0,2.0,6.0,0.0,1,,16,0.3963895199315083,0.005850423682417,
1,NACA 63-210 AIRFOIL,1000000.0,2.0,6.0,0.1,1,,16,0.3963553654290818,0.0058669646104002,
1,NACA 63-210 AIRFOIL,1000000.0,2.0,6.0,0.2,1,,16,0.3963553654290818,0.0058669646104002,
1,NACA 63-210 AIRFOIL,1000000.0,2.0,6.0,0.4,1,,25,0.396389555114255,0.0058504451997449,
1,NACA 63-210 AIRFOIL,1000000.0,2.0,6.0,0.8,1,,19,0.3963894581240283,0.0058504665099892,
1,NACA 63-210 AIRFOIL,1000000.0,2.0,9.0,0.0,1,,17,0.3973872543400285,0.0054041079488562,
1,NACA 63-210 AIRFOIL,1000000.0,2.0,9.0,0.1,1,,17,0.3973872543780475,0.0054041079521659,
1,NACA 63-210 AIRFOIL,1000000.0,2.0,9.0,0.2,1,,19,0.3973872526048445,0.0054041078450618,
1,NACA 63-210 AIRFOIL,1000000.0,2.0,9.0,0.4,1,,31,0.3976920447021156,0.0054300504386405,
1,NACA 63-210 AIRFOIL,1000000.0,2.0,9.0,0.8,1,,24,0.3940611980125374,0.0059026112102227,
1,NACA 63-210 AIRFOIL,1000000.0,2.0,12.0,0.0,1,,29,0.3972880980214271,0.0052288669254798,
1,NACA 63-210 AIRFOIL,1000000.0,2.0,12.0,0.1,1,,27,0.3974285386890437,0.0052386939254639,
1,NACA 63-210 AIRFOIL,1000000.0,2.0,12.0,0.2,1,,32,0.3972880980085156,0.0052288669017599,
1,NACA 63-210 AIRFOIL,1000000.0,2.0,12.0,0.4,1,,25,0.3971145802535323,0.0052492152003594,
1,NACA 63-210 AIRFOIL,1000000.0,2.0,12.0,0.8,1,,35,0.3974647964509675,0.0058681836825085,
1,NACA 63-210 AIRFOIL,1000000.0,4.0,6.0,0.0,1,,17,0.6054684428494944,0.0093128016523066,
1,NACA 63-210 AIRFOIL,1000000.0,4.0,6.0,0.1,1,,17,0.6054684428494944,0.0093128016523066,
1,NACA 63-210 AIRFOIL,1000000.0,4.0,6.0,0.2,1,,19,0.6054684428764381,0.0093128016523453,
1,NACA 63-210 AIRFOIL,1000000.0,4.0,6.0,0.4,1,,19,0.6050553076944315,0.0094079216304733,
1,NACA 63-210 AIRFOIL,1000000.0,4.0,6.0,0.8,1,,20,0.6050553077174678,0.0094079216300797,
1,NACA 63-210 AIRFOIL,1000000.0,4.0,9.0,0.0,1,,51,0.6025808779559323,0.0090913958358217,
1,NACA 63-210 AIRFOIL,1000000.0,4.0,9.0,0.1,1,,22,0.6026090175112004,0.0090925966332558,
1,NACA 63-210 AIRFOIL,1000000.0,4.0,9.0,0.2,1,,44,0.6025808780287615,0.0090913957040489,
1,NACA 63-210 AIRFOIL,1000000.0,4.0,9.0,0.4,1,,23,0.6020254167128603,0.0092283487176543,
1,NACA 63-210 AIRFOIL,1000000.0,4.0,9.0,0.8,1,,41,0.601027225953259,0.0094751033607196,
1,NACA 63-210 AIRFOIL,1000000.0,4.0,12.0,0.0,1,,39,0.5975175261038431,0.0089316814785354,
1,NACA 63-210 AIRFOIL,1000000.0,4.0,12.0,0.1,0,no_convergence,100,,,
1,NACA 63-210 AIRFOIL,1000000.0,4.0,12.0,0.2,1,,38,0.597811512942758,0.0089430496130593,
1,NACA 63-210 AIRFOIL,1000000.0,4.0,12.0,0.4,0,transition_front_oscillation,100,,,
1,NACA 63-210 AIRFOIL,1000000.0,4.0,12.0,0.8,0,transition_front_oscillation,100,,,
1,NACA 63-210 AIRFOIL,1000000.0,6.0,6.0,0.0,1,,17,0.8177202393520632,0.0112067939697653,
1,NACA 63-210 AIRFOIL,1000000.0,6.0,6.0,0.1,1,,17,0.8177202469748501,0.011206794097757,
1,NACA 63-210 AIRFOIL,1000000.0,6.0,6.0,0.2,1,,17,0.8177202536378467,0.01120679417264,
